DB,timepoint,CellType,ExperimentType,Pathway,p.value,padj,ES,NES,nMoreExtreme,size,celltype,Celltype,negative_log10_of_adjusted_p_value,info
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),WONG_EMBRYONIC_STEM_CELL_CORE,1.49e-05,9.57e-05,-0.428650758,-2.214660033,0,330,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP,1.75e-05,9.57e-05,-0.565747719,-2.195522839,0,51,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,1.73e-05,9.57e-05,-0.527778949,-2.116837228,0,60,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),LEE_LIVER_CANCER_SURVIVAL_DN,1.6e-05,9.57e-05,-0.442273271,-2.102977237,0,165,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),REACTOME_METABOLISM_OF_RNA,1.52e-05,9.57e-05,-0.415337035,-2.098775135,0,267,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),HILLION_HMGA1_TARGETS,1.71e-05,9.57e-05,-0.492982855,-2.074110752,0,77,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),OSMAN_BLADDER_CANCER_UP,1.46e-05,9.57e-05,-0.386785461,-2.029061664,0,383,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),ZHANG_RESPONSE_TO_CANTHARIDIN_DN,1.72e-05,9.57e-05,-0.490922639,-2.011869876,0,67,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP,1.35e-05,9.57e-05,-0.357770101,-1.97031041,0,689,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),ONKEN_UVEAL_MELANOMA_DN,1.41e-05,9.57e-05,-0.364506651,-1.953653123,0,484,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),TIEN_INTESTINE_PROBIOTICS_24HR_DN,1.56e-05,9.57e-05,-0.391470654,-1.92005447,0,209,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),CAIRO_HEPATOBLASTOMA_CLASSES_UP,1.38e-05,9.57e-05,-0.349987216,-1.901291061,0,572,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),MARTINEZ_RB1_TARGETS_DN,1.43e-05,9.57e-05,-0.3499723,-1.863328161,0,449,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP,1.31e-05,9.57e-05,-0.317037344,-1.770024724,0,848,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),WEST_ADRENOCORTICAL_TUMOR_DN,1.41e-05,9.57e-05,-0.308332915,-1.651702859,0,481,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN,1.44e-05,9.57e-05,-0.301178174,-1.593539811,0,419,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),BRUINS_UVC_RESPONSE_LATE,1.27e-05,9.57e-05,-0.280283266,-1.581992766,0,1010,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),MARTINEZ_TP53_TARGETS_DN,1.41e-05,9.57e-05,-0.29133295,-1.562657887,0,488,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3,1.36e-05,9.57e-05,-0.276187513,-1.511448778,0,631,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01908806222316,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),LUI_TARGETS_OF_PAX8_PPARG_FUSION,1.79e-05,9.58e-05,-0.630810585,-2.239801275,0,34,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.01863449092146,C2
MSigDB,Post-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),MARTINELLI_IMMATURE_NEUTROPHIL_UP,1.89e-05,9.91e-05,-0.871242989,-2.282750549,0,11,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,4.00392634551472,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),HSIAO_HOUSEKEEPING_GENES,1.78e-05,0.000112535,-0.664349038,-3.421378543,0,385,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),VERHAAK_AML_WITH_NPM1_MUTATED_UP,1.86e-05,0.000112535,-0.68918894,-3.230349661,0,170,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN,1.91e-05,0.000112535,-0.730121927,-3.143448646,0,98,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),REACTOME_TRANSLATION,1.86e-05,0.000112535,-0.656055735,-3.053085588,0,162,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),KEGG_RIBOSOME,1.91e-05,0.000112535,-0.720735114,-3.039517443,0,87,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP,1.79e-05,0.000112535,-0.589456472,-3.035890426,0,386,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES,1.93e-05,0.000112535,-0.754593348,-3.033310726,0,67,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,1.88e-05,0.000112535,-0.658827135,-2.945496077,0,124,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP,1.73e-05,0.000112535,-0.538796807,-2.899213252,0,641,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP,1.72e-05,0.000112535,-0.531867093,-2.882440982,0,702,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN,1.86e-05,0.000112535,-0.608579362,-2.880313206,0,184,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),ENK_UV_RESPONSE_KERATINOCYTE_UP,1.77e-05,0.000112535,-0.544391781,-2.862312705,0,484,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),MOOTHA_VOXPHOS,1.92e-05,0.000112535,-0.6801028,-2.846263838,0,83,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13,1.86e-05,0.000112535,-0.60233693,-2.814023495,0,166,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),CHEN_METABOLIC_SYNDROM_NETWORK,1.66e-05,0.000112535,-0.484106377,-2.700395245,0,1093,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,1.94e-05,0.000112535,-0.678663033,-2.687730152,0,62,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),DACOSTA_UV_RESPONSE_VIA_ERCC3_UP,1.81e-05,0.000112535,-0.534240698,-2.678818445,0,297,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17,1.86e-05,0.000112535,-0.571456739,-2.673657637,0,168,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),KEGG_PARKINSONS_DISEASE,1.9e-05,0.000112535,-0.614961929,-2.673361368,0,104,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),KEGG_OXIDATIVE_PHOSPHORYLATION,1.89e-05,0.000112535,-0.609296686,-2.66818756,0,109,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),PECE_MAMMARY_STEM_CELL_UP,1.88e-05,0.000112535,-0.590861295,-2.664790528,0,131,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN,1.78e-05,0.000112535,-0.512502583,-2.663839298,0,426,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),WONG_MITOCHONDRIA_GENE_MODULE,1.84e-05,0.000112535,-0.54829491,-2.645055336,0,214,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),LI_AMPLIFIED_IN_LUNG_CANCER,1.86e-05,0.000112535,-0.567397148,-2.638196365,0,161,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP,1.94e-05,0.000112535,-0.687027264,-2.615208182,0,51,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),TAKAO_RESPONSE_TO_UVB_RADIATION_UP,1.92e-05,0.000112535,-0.624619245,-2.614062417,0,83,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2,1.92e-05,0.000112535,-0.638786579,-2.603045079,0,72,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),MARTENS_TRETINOIN_RESPONSE_DN,1.72e-05,0.000112535,-0.472751725,-2.568437901,0,728,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),WANG_TUMOR_INVASIVENESS_UP,1.79e-05,0.000112535,-0.498162046,-2.548329543,0,358,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),KIM_ALL_DISORDERS_DURATION_CORR_DN,1.88e-05,0.000112535,-0.556680591,-2.528559965,0,137,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN,1.77e-05,0.000112535,-0.478996718,-2.510958164,0,468,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),LUI_THYROID_CANCER_PAX8_PPARG_DN,1.95e-05,0.000112535,-0.67838334,-2.505617516,0,44,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),DANG_MYC_TARGETS_UP,1.88e-05,0.000112535,-0.551435307,-2.504734785,0,137,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),LOPEZ_MBD_TARGETS,1.69e-05,0.000112535,-0.454143042,-2.498714169,0,880,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,1.88e-05,0.000112535,-0.556397878,-2.490595052,0,125,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),NATSUME_RESPONSE_TO_INTERFERON_BETA_DN,1.94e-05,0.000112535,-0.656685843,-2.490042756,0,50,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),MARTINELLI_IMMATURE_NEUTROPHIL_UP,2e-05,0.000112535,-0.958442304,-2.477234634,0,11,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),LUI_THYROID_CANCER_CLUSTER_3,1.96e-05,0.000112535,-0.743399121,-2.475982731,0,28,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),TIEN_INTESTINE_PROBIOTICS_6HR_UP,1.94e-05,0.000112535,-0.637132271,-2.461803558,0,55,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),REACTOME_METABOLISM_OF_RNA,1.82e-05,0.000112535,-0.485909169,-2.408995352,0,268,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),BENPORATH_MYC_TARGETS_WITH_EBOX,1.84e-05,0.000112535,-0.497794654,-2.403197707,0,215,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),MATTIOLI_MGUS_VS_PCL,1.9e-05,0.000112535,-0.549607011,-2.385731656,0,103,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),MALONEY_RESPONSE_TO_17AAG_DN,1.92e-05,0.000112535,-0.573922885,-2.380910589,0,79,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),LUI_TARGETS_OF_PAX8_PPARG_FUSION,1.96e-05,0.000112535,-0.679641092,-2.368451597,0,34,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),IVANOVA_HEMATOPOIESIS_LATE_PROGENITOR,1.77e-05,0.000112535,-0.448961615,-2.365227413,0,496,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,1.94e-05,0.000112535,-0.597462386,-2.357377773,0,61,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE,1.92e-05,0.000112535,-0.573702722,-2.35087061,0,74,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),SANA_RESPONSE_TO_IFNG_DN,1.92e-05,0.000112535,-0.566430019,-2.349826546,0,79,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,1.94e-05,0.000112535,-0.587051611,-2.345623404,0,65,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),TARTE_PLASMA_CELL_VS_PLASMABLAST_UP,1.8e-05,0.000112535,-0.462048015,-2.341463463,0,328,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP,1.7e-05,0.000112535,-0.424037325,-2.318079832,0,798,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),LEE_LIVER_CANCER_SURVIVAL_DN,1.86e-05,0.000112535,-0.493909709,-2.305366384,0,165,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP,1.97e-05,0.000112535,-0.69817444,-2.258715167,0,25,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP,1.77e-05,0.000112535,-0.426020511,-2.232246211,0,466,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),MODY_HIPPOCAMPUS_PRENATAL,1.95e-05,0.000112535,-0.613301353,-2.229607422,0,41,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),OSMAN_BLADDER_CANCER_UP,1.78e-05,0.000112535,-0.431069507,-2.219621473,0,384,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),DAZARD_RESPONSE_TO_UV_NHEK_UP,1.84e-05,0.000112535,-0.45815622,-2.213121568,0,216,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),BOUDOUKHA_BOUND_BY_IGF2BP2,1.91e-05,0.000112535,-0.509601839,-2.199541622,0,100,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP,1.94e-05,0.000112535,-0.581505684,-2.196543132,0,49,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),BENPORATH_MYC_MAX_TARGETS,1.71e-05,0.000112535,-0.399461919,-2.173884549,0,746,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),ONKEN_UVEAL_MELANOMA_DN,1.76e-05,0.000112535,-0.410265697,-2.161155708,0,495,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),IRITANI_MAD1_TARGETS_DN,1.95e-05,0.000112535,-0.577962107,-2.154266393,0,46,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),FERNANDEZ_BOUND_BY_MYC,1.86e-05,0.000112535,-0.458392271,-2.146648011,0,169,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),WONG_EMBRYONIC_STEM_CELL_CORE,1.8e-05,0.000112535,-0.423103086,-2.14582825,0,331,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),HILLION_HMGA1B_TARGETS,1.92e-05,0.000112535,-0.506958846,-2.125514338,0,84,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
MSigDB,In-flight vs Pre-flight,CD4,Multivariate (PolyA+ and Ribodepleted together),MUNSHI_MULTIPLE_MYELOMA_UP,1.92e-05,0.000112535,-0.49787552,-2.065429219,0,79,CD4;Multivariate (PolyA+ and Ribodepleted together),CD4_Multivariate,3.94871238472715,C2
