pathway,I4_Capsule_FD2_0,I4_Capsule_FD2_1,I4_Capsule_FD2_2,I4_Capsule_FD2_3,I4_Capsule_FD2_4,I4_Capsule_FD2_5,I4_Capsule_FD2_6,I4_Capsule_FD2_7,I4_Capsule_FD2_8,I4_Capsule_FD2_9,I4_Capsule_FD3_0,I4_Capsule_FD3_1,I4_Capsule_FD3_2,I4_Capsule_FD3_3,I4_Capsule_FD3_4,I4_Capsule_FD3_5,I4_Capsule_FD3_6,I4_Capsule_FD3_7,I4_Capsule_FD3_8,I4_Capsule_FD3_9,I4_Capsule_LM44_0,I4_Capsule_LM44_1,I4_Capsule_LM44_2,I4_Capsule_LM44_3,I4_Capsule_LM44_4,I4_Capsule_LM44_5,I4_Capsule_LM44_6,I4_Capsule_LM44_7,I4_Capsule_LM44_8,I4_Capsule_LM44_9,I4_Capsule_LM92_0,I4_Capsule_LM92_1,I4_Capsule_LM92_2,I4_Capsule_LM92_3,I4_Capsule_LM92_4,I4_Capsule_LM92_5,I4_Capsule_LM92_6,I4_Capsule_LM92_7,I4_Capsule_LM92_9
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III,57.8008,72.9268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.39635,64.867,51.7704,104.334,21.4663,0.0,0,74.3368,43.3787,60.6885,116.611,78.8432,0.0,93.2623,157.687,64.2637,5.50605,114.819,97.5049,61.8258,106.474,79.199,0.0,98.1086,0.0
PWY-6549: L-glutamine biosynthesis III,13.9727,36.8507,0.0,0.0,0.0,66.9918,0.0,105.386,0.0,0.0,8.44279,0.0,0.0,0.0,15.759,8.03147,0.0,50.273,0.0,17.5686,0,15.9573,0.0,18.3637,22.6513,23.3719,0.0,0.0,0.0,7.25782,57.2715,0.0,40.7381,55.3335,33.1781,40.2649,0.0,29.473,0.0
PWY-6562: norspermidine biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.81673,0.0,0.0,0.0,0.0,0.0,0.0,9.1492,6.35592,4.47504,0.0,0.0,0.0,0.0
PWY-6565: superpathway of polyamine biosynthesis III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.30457,7.11074,5.61979,0.0,0.0,0.0,0.0
PWY-6588: pyruvate fermentation to acetone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.36464,50.7527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.91662,0.0,16.34,0.0,0.0,0.0,0.0
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7506,0.0,0.0,0.0,0.0
PWY-6595: superpathway of guanosine nucleotides degradation (plants),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86895,12.8419,0.0,0.0,3.29153,10.6969,0,0.0,0.0,0.0,0.0,24.5991,0.0,0.0,0.0,0.0,0.0,0.0,17.0065,40.3802,37.0577,0.0,0.0,45.2418,0.0
PWY-6606: guanosine nucleotides degradation II,0.0,22.8171,9.40735,0.0,0.0,54.3832,0.0,17.2361,0.0,0.0,57.6706,0.0,39.2038,0.0,19.4429,78.1313,0.0,0.0,7.0433,18.8366,0,0.0,0.0,7.43554,42.4552,45.4351,0.0,0.0,0.0,3.19505,79.7396,0.0,18.819,53.7499,50.3067,19.8798,51.3123,52.6664,0.0
PWY-6607: guanosine nucleotides degradation I,0.0,22.8171,9.40735,0.0,0.0,54.3832,0.0,0.0,0.0,0.0,57.6706,0.0,0.0,0.0,19.4429,78.1313,0.0,0.0,3.88091,18.8366,0,0.0,0.0,0.0,0.0,45.4351,0.0,0.0,0.0,3.19505,0.0,0.0,18.6853,47.8022,50.3067,19.8798,51.3123,43.2078,0.0
PWY-6608: guanosine nucleotides degradation III,0.0,97.6042,10.3045,0.0,0.0,103.813,0.0,21.7609,0.0,59.3139,62.1584,0.0,115.815,0.0,173.804,131.864,168.232,104.929,174.623,216.004,0,0.0,0.0,7.88817,46.1569,51.2846,0.0,0.0,0.0,3.22278,164.062,0.0,28.2181,155.71,65.6123,22.3435,64.3637,64.4611,20.2677
PWY-6609: adenine and adenosine salvage III,507.119,260.685,325.478,300.134,0.0,216.98,362.475,494.478,0.0,168.965,509.896,380.104,68.0899,0.0,132.808,264.084,229.815,86.0412,134.541,221.104,0,441.744,336.195,419.695,371.67,350.226,335.237,461.847,444.068,408.941,0.0,386.521,151.969,218.769,280.803,297.079,405.853,191.003,181.157
PWY-6612: superpathway of tetrahydrofolate biosynthesis,23.8787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6817,0.0,0.0,0.0,0.0,12.7577,0.0,0.0,0.0,109.008,0,18.3122,0.0,26.377,25.6753,24.4671,0.0,0.0,0.0,42.2948,43.1534,50.6336,37.47,35.0938,27.028,0.0,0.0,54.4888,0.0
PWY-6628: superpathway of L-phenylalanine biosynthesis,145.473,96.3918,133.879,0.0,0.0,85.7238,0.0,0.0,0.0,0.0,167.982,0.0,0.0,0.0,134.526,161.675,30.2269,139.721,33.1104,110.282,0,150.775,38.3313,97.7592,179.533,134.719,79.9028,178.559,0.0,103.261,198.088,53.3965,104.906,187.255,164.212,81.1641,53.2734,116.136,56.6622
PWY-6630: superpathway of L-tyrosine biosynthesis,163.678,95.9836,152.928,0.0,0.0,122.124,0.0,0.0,0.0,0.0,175.251,0.0,0.0,0.0,127.968,172.28,30.2271,132.675,32.3636,101.788,0,169.123,39.0827,108.275,210.386,148.648,82.9209,199.58,0.0,110.834,182.692,57.9881,95.0182,200.098,184.487,92.6105,55.4674,122.556,64.944
PWY-6641: superpathway of sulfolactate degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81867,0.0,0.0,0.0,24.349,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.70988,3.69378,0.0,0.0,0.0,0.0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9291,0.0,0.98086,6.83011,0.0,0.0,0.0,0.0,0.0
PWY-6700: queuosine biosynthesis I (de novo),62.099,34.4798,0.0,29.3011,0.0,155.111,0.0,102.757,0.0,43.2595,27.9739,0.0,59.5023,0.0,144.451,137.853,79.7699,161.834,170.275,160.666,0,82.464,34.128,61.0476,180.011,71.9043,124.138,67.4395,62.3023,44.5406,205.772,54.3344,73.3101,141.85,136.71,85.1049,48.3444,79.7459,56.5133
PWY-6703: preQ0 biosynthesis,65.5308,115.749,55.1817,0.0,0.0,32.8518,0.0,24.5231,0.0,66.5756,81.9915,0.0,294.983,0.0,151.959,140.708,120.678,149.793,180.5,203.538,0,82.7131,19.4765,38.0253,193.819,62.2895,0.0,70.6958,25.5778,46.0309,226.563,55.51,57.9527,139.887,138.371,39.2509,78.875,63.7702,59.7935
PWY-6731: starch degradation III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2705,0.0,7.98631,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6748: nitrate reduction VII (denitrification),0.0,0.0,0.0,0.0,0.0,27.4474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2081,28.5955,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52003,18.646,26.1775,0.0,0.0,0.0,0.0
PWY-6763: salicortin biosynthesis,0.0,40.1797,0.0,0.0,0.0,33.5952,0.0,0.0,0.0,0.0,12.296,0.0,0.0,75.3174,73.8707,0.0,28.6017,58.5319,60.2212,71.4028,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6803: phosphatidylcholine acyl editing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3883,0.0,0.0,0.0,27.4581,0,0.0,0.0,0.0,0.0,6.72742,0.0,28.7341,31.6041,10.0334,0.0,0.0,15.7351,2.86583,0.0,14.7938,0.0,0.0,0.0
PWY-6823: molybdopterin biosynthesis,541.034,227.656,308.822,332.548,121.476,261.672,175.862,382.117,378.12,223.768,331.238,612.242,55.4184,133.441,206.824,354.192,337.641,231.159,247.779,203.764,0,462.089,429.622,443.274,284.565,386.871,387.911,369.882,494.735,401.301,218.819,465.115,118.839,300.447,301.431,303.186,297.039,291.185,139.325
"PWY-6837: fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3753,0.0,0.0,0.0,0.0
PWY-6859: all-trans-farnesol biosynthesis,131.713,27.0714,16.0833,29.0516,0.0,0.0,0.0,0.0,0.0,0.0,52.3049,0.0,0.0,0.0,9.85927,20.8229,6.49347,0.0,0.0,0.0,0,30.0739,0.0,20.9382,186.435,28.7917,0.0,24.0982,110.284,51.6959,9.32627,21.6305,34.4744,22.2766,53.2405,46.7305,21.8734,0.0,0.0
PWY-6873: long chain fatty acid ester synthesis (engineered),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87171,0.0,0.0,0.0,0.0,0.0
PWY-6876: isopropanol biosynthesis (engineered),0.0,0.0,34.2315,0.0,0.0,27.7324,0.0,0.0,0.0,0.0,21.8754,0.0,0.0,0.0,27.2413,63.3652,11.3904,0.0,3.32849,0.0,0,0.0,0.0,9.61513,0.0,13.307,0.0,0.0,0.0,0.0,143.797,7.47917,4.09472,86.0827,39.527,26.4363,28.1319,67.176,0.0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.205,37.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.092,0.0,24.8977,30.8603,47.6507,0.0,116.163,160.824,0.0
PWY-6897: thiamine diphosphate salvage II,406.709,115.916,213.611,271.32,0.0,177.221,370.975,266.023,0.0,221.592,401.857,384.683,44.7258,37.1679,131.785,260.131,211.678,129.549,95.2331,126.588,0,333.433,290.259,315.98,222.922,307.528,460.825,313.752,293.957,325.677,16.4313,290.135,92.4717,143.792,172.374,226.954,289.928,183.813,98.7836
PWY-6901: superpathway of glucose and xylose degradation,58.7675,55.9899,0.0,0.0,0.0,66.5374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.672,106.229,41.0492,50.3782,19.7118,75.7929,0,86.811,0.0,75.9437,194.356,83.4085,0.0,78.4349,0.0,55.6238,87.854,79.2864,74.9113,127.482,139.33,91.8947,0.0,66.7045,49.7652
PWY-6902: chitin degradation II (Vibrio),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.92769,0.0,6.66256,0.0,0.0,0.0,0.0,6.60901,0.0,2.84347,32.2299,0.0,0.0,0.0
PWY-6906: chitin derivatives degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65605,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6920: 6-gingerol analog biosynthesis (engineered),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.79015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0148,0.0,0.0,0.0,0.0
PWY-6922: L-N&delta;-acetylornithine biosynthesis,25.5189,0.0,31.661,72.0662,0.0,64.1953,0.0,0.0,0.0,0.0,67.9992,0.0,0.0,0.0,12.0918,78.4245,44.7125,0.0,13.5667,13.5689,0,37.0681,0.0,13.9213,140.117,19.0159,0.0,0.0,0.0,14.6175,113.664,23.932,28.7037,96.2649,112.782,0.0,0.0,39.8458,18.2377
PWY-6936: seleno-amino acid biosynthesis (plants),261.918,232.198,77.001,57.5949,79.1951,49.5057,0.0,156.019,71.5752,175.982,272.897,0.0,213.45,239.807,306.757,226.94,200.226,258.325,272.416,295.841,0,168.129,134.91,208.58,315.446,161.752,48.4675,252.623,301.424,169.755,206.764,140.839,109.773,194.677,237.599,81.5386,106.437,133.091,101.194
PWY-6948: sitosterol degradation to androstenedione,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01667,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.10533,0.0,0.0,1.4463,0.0,0.0,0.0,0.0,0.0
PWY-6969: TCA cycle V (2-oxoglutarate synthase),70.4961,102.521,86.9539,0.0,100.011,139.14,0.0,167.064,135.499,174.588,169.25,0.0,191.871,126.104,183.387,163.411,136.589,156.756,201.77,133.82,0,90.4609,94.2861,59.1551,167.528,39.8071,0.0,69.6495,0.0,58.0775,159.703,70.8689,71.6238,115.59,126.97,78.0519,44.2925,60.4942,84.9385
"PWY-6992: 1,5-anhydrofructose degradation",0.0,0.0,0.0,0.0,0.0,62.0219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.6135,32.477,54.9361,59.0118,52.6266,36.3355,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5215,0.0,2.21166,52.7183,17.8062,0.0,0.0,0.0,0.0
"PWY-7009: 2,2'-dihydroxybiphenyl degradation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11811,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15366,1.27738,0.0,0.0,0.0,0.0
"PWY-7013: (S)-propane-1,2-diol degradation",6.82581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.7469,0.0,20.1266,0.0,7.82373,0.0,0.0,0.0,0.0,4.5859,0.0,2.2834,0.0,0.0,0.0,6.93809
PWY-702: L-methionine biosynthesis II,140.645,78.9288,51.5332,0.0,0.0,50.8513,0.0,98.1061,0.0,102.83,192.812,0.0,0.0,56.9134,88.1854,125.998,61.8913,35.8173,45.8668,177.553,0,146.175,142.864,148.814,183.986,95.841,54.8068,155.611,97.442,131.115,76.0954,101.261,66.9018,103.715,195.015,78.5782,120.595,106.011,84.1436
"PWY-7039: phosphatidate metabolism, as a signaling molecule",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2664,0.0,0.0,0.0,0.0,0,6.5975,0.0,0.0,0.0,4.47715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.60179,0.0,0.0,0.0,0.0,0.0
PWY-7072: hopanoid biosynthesis (bacteria),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7361,0.0,0.0,6.09378,3.11555,0.0,0.0,0.0,0.0
"PWY-7090: UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9949,0.0,0.0,15.5352,7.38602,0.0,0.0,0.0,0.0
PWY-7094: fatty acid salvage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.8809,51.6794,0.0,77.3133,85.9471,85.3441,0,0.0,0.0,0.0,14.4016,4.82177,0.0,0.0,0.0,0.0,178.831,0.0,27.1366,73.9016,42.4316,0.0,0.0,38.366,0.0
PWY-7097: vanillin and vanillate degradation I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34992,0.0,0.0,0.0,0.0,0.0
PWY-7098: vanillin and vanillate degradation II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.8086,0.0,0.0,35.6229,9.27481,0.0,0.0,27.485,0.0
PWY-7111: pyruvate fermentation to isobutanol (engineered),191.848,289.869,288.422,84.0528,249.533,238.383,0.0,0.0,288.684,233.599,254.504,0.0,414.756,258.345,463.731,378.11,376.732,460.268,535.301,429.002,0,190.244,247.673,170.684,292.155,215.767,119.371,216.832,278.514,218.136,371.231,168.735,170.796,337.053,313.721,189.698,203.604,319.12,149.876
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9816,0.0,0.0,0.0,0.0,0.0,0.0,63.5285,3.88997,14.2186,0,22.4977,0.0,69.6524,57.5434,30.7535,0.0,0.0,0.0,0.0,100.868,0.0,56.1582,83.2405,81.3677,20.51,0.0,0.0,0.0
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",18.1475,78.8224,19.3525,0.0,0.0,59.9019,0.0,0.0,0.0,38.7553,50.1901,0.0,246.554,0.0,146.081,83.6857,78.8476,136.738,182.327,182.619,0,36.6965,0.0,15.6762,15.3541,28.3154,0.0,29.3929,0.0,20.7278,195.226,0.0,48.4877,120.618,59.9331,15.688,0.0,35.7126,0.0
PWY-7118: chitin deacetylation,39.6785,94.43,50.81,0.0,0.0,90.2061,0.0,20.0118,0.0,0.0,47.7126,0.0,0.0,37.4562,64.504,180.499,147.394,60.9428,61.6518,80.2367,0,33.2898,29.6947,79.3094,25.4749,47.8398,0.0,0.0,0.0,28.8407,116.462,45.6642,34.2017,144.08,89.5758,17.4634,0.0,85.2295,81.2009
"PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)",0.0,30.32,0.0,0.0,0.0,125.054,0.0,0.0,0.0,26.3554,33.4233,0.0,0.0,40.4989,162.849,111.352,146.763,166.493,131.562,95.4377,0,0.0,0.0,12.0116,0.0,0.0,0.0,0.0,0.0,8.99419,6.33939,0.0,32.2074,35.4755,37.0983,0.0,0.0,0.0,0.0
PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0376,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1456,2.47518,0.0,0.0,0.0,0.0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I,64.118,108.764,104.83,123.592,0.0,170.252,0.0,0.0,0.0,50.0576,294.792,0.0,134.777,208.846,218.253,121.875,165.323,204.543,253.726,253.817,0,84.3897,137.345,167.904,129.825,94.4685,0.0,184.16,172.074,74.9158,302.839,178.81,169.284,352.068,287.599,183.059,380.982,368.698,311.304
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7642,0.0,0.0,0.0
PWY-7196: superpathway of pyrimidine ribonucleosides salvage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04419,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation,334.062,294.598,283.831,355.823,155.429,335.481,0.0,310.631,440.722,103.209,524.048,252.097,80.8642,150.998,292.112,336.267,360.119,268.848,279.227,271.991,0,430.659,333.063,341.247,325.857,407.075,532.684,202.452,364.85,409.695,198.775,317.123,136.718,287.222,300.788,298.241,362.503,298.38,264.828
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV,115.895,93.8234,86.7354,100.842,0.0,146.447,0.0,57.4297,268.354,0.0,251.831,0.0,109.154,179.53,190.347,100.6,139.323,180.917,222.73,222.406,0,133.208,192.817,157.903,308.398,238.084,101.924,208.045,175.565,183.43,270.71,152.926,160.116,333.768,265.275,157.748,347.144,354.766,280.218
PWY-7199: pyrimidine deoxyribonucleosides salvage,421.737,256.536,232.908,229.993,0.0,231.356,0.0,229.595,103.014,283.126,381.704,780.391,0.0,190.011,150.04,272.93,264.425,183.34,179.668,231.16,0,441.033,351.045,331.906,355.664,360.067,403.884,350.909,564.27,475.881,52.2647,446.935,127.834,188.409,285.788,271.647,394.794,181.718,261.697
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage,158.132,0.0,0.0,172.623,0.0,145.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1481,180.816,0.0,0.0,0.0,0.0,0,190.005,0.0,155.746,268.099,147.664,119.865,215.411,144.821,85.8914,0.0,172.158,57.2566,101.472,189.776,111.236,0.0,0.0,0.0
PWY-7204: pyridoxal 5'-phosphate salvage II (plants),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91061,0.0,49.3848,0.0,0.0,0,7.03514,0.0,0.0,23.0082,15.1917,0.0,0.0,0.0,0.0,28.0809,0.0,11.9775,12.2891,17.4684,0.0,0.0,0.0,10.1383
PWY-7208: superpathway of pyrimidine nucleobases salvage,336.028,267.647,301.131,225.931,88.8062,218.601,0.0,277.155,0.0,93.9258,486.144,379.477,169.316,171.534,304.834,335.238,319.013,236.058,344.245,353.266,0,390.988,308.882,337.889,276.821,367.643,356.143,255.556,430.576,384.676,293.559,328.5,153.374,312.992,304.441,281.523,281.099,326.643,219.174
PWY-7209: superpathway of pyrimidine ribonucleosides degradation,0.0,44.3651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8403,15.2711,13.0221,0.0,16.6438,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8488,0.0,4.14846,11.3434,4.41042,0.0,0.0,0.0,0.0
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP,69.5744,115.009,113.707,131.583,0.0,181.86,0.0,0.0,0.0,0.0,315.751,0.0,143.565,199.282,220.111,129.854,175.038,207.632,251.67,251.524,0,91.8902,145.179,176.193,134.221,102.371,0.0,181.237,182.726,80.9007,327.326,187.264,161.133,350.129,289.881,188.59,375.074,371.581,298.673
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,0.0,101.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.7752,0.0,0.0,0.0,16.3017,25.1302,85.9275,68.1008,0.0,0.0,0,63.009,0.0,16.2838,114.847,61.2939,0.0,93.087,0.0,32.2314,10.7943,0.0,41.2712,41.5704,57.5692,0.0,183.122,120.51,0.0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II,399.406,350.46,340.941,575.092,0.0,363.501,0.0,359.287,345.911,113.63,671.702,334.76,731.963,448.145,417.229,412.833,427.719,339.813,468.048,471.457,0,497.101,378.678,409.499,402.581,490.025,700.527,235.166,453.128,491.709,468.633,366.765,175.347,381.115,354.054,357.615,517.007,382.34,437.942
PWY-7221: guanosine ribonucleotides de novo biosynthesis,568.263,360.696,406.101,347.61,169.027,314.094,416.301,308.487,436.565,192.035,591.054,936.338,268.872,252.801,375.393,418.57,388.721,333.777,387.13,337.436,0,491.54,383.903,501.603,396.997,505.339,539.557,519.74,578.067,510.813,338.799,451.875,210.065,364.298,386.964,366.948,450.975,313.75,333.544
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II,399.406,350.46,340.941,575.092,0.0,363.501,0.0,359.287,345.911,113.63,671.702,334.76,731.963,448.145,417.229,412.833,427.719,339.813,468.048,471.457,0,497.101,378.678,409.499,402.581,490.025,700.527,235.166,453.128,491.709,468.633,366.765,175.347,381.115,354.054,357.615,517.007,382.34,437.942
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I,475.701,358.812,380.112,402.372,0.0,337.098,0.0,335.218,397.773,148.076,631.497,496.187,342.376,301.114,396.903,420.489,413.787,343.213,417.372,378.818,0,510.5,398.512,460.057,410.605,504.153,599.118,328.743,517.654,511.984,382.965,416.62,193.905,375.844,375.858,367.488,486.685,344.275,376.824
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I,562.943,387.851,432.848,408.888,0.0,324.607,0.0,490.69,136.517,220.504,542.549,518.941,223.127,171.666,354.813,446.653,411.127,355.775,325.298,319.631,0,591.499,499.875,547.462,463.624,585.635,516.607,462.015,686.953,596.246,366.077,521.078,240.722,417.546,443.008,440.231,520.62,354.637,366.746
