pathway,pval,padj,log2err,ES,NES,size,timepoint,celltype,sample,info
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,9.56e-06,0.000812,0.5933255,-0.8404172,-1.815155,102,Immediately Post-flight,CD4_T,Inspiration4,C2
WP_OXIDATIVE_PHOSPHORYLATION,0.000409,0.0195,0.4984931,-0.8430969,-1.64357,60,Immediately Post-flight,CD4_T,Inspiration4,C2
WP_PROTEASOME_DEGRADATION,0.000568,0.0251,0.4772708,-0.8392753,-1.638654,59,Immediately Post-flight,CD4_T,Inspiration4,C2
YAGI_AML_WITH_INV_16_TRANSLOCATION,6.01e-10,9.69e-08,0.8012156,-0.7297286,-1.871449,392,Immediately Post-flight,CD4_T,Inspiration4,C2
YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP,4.9e-08,6.41e-06,0.7195128,-0.9545226,-1.79973,51,Immediately Post-flight,CD4_T,Inspiration4,C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13,0.000597,0.0262,0.4772708,-0.7090732,-1.662127,173,Immediately Post-flight,CD4_T,Inspiration4,C2
ZHANG_RESPONSE_TO_CANTHARIDIN_DN,0.000157,0.00921,0.5188481,-0.8536884,-1.707246,66,Immediately Post-flight,CD4_T,Inspiration4,C2
ZHENG_BOUND_BY_FOXP3,6.99e-08,8.79e-06,0.7049757,0.7217126,1.501834,486,Immediately Post-flight,CD4_T,Inspiration4,C2
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,0.000469,0.0217,0.4984931,-0.7469726,-1.685993,130,Immediately Post-flight,CD4_T,Inspiration4,C2
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE,0.00124,0.0479,0.4550599,-0.8051679,-1.653231,75,Immediately Post-flight,CD4_T,Inspiration4,C2
ABE_INNER_EAR,2.14e-05,0.00145,0.5756103,-0.9214249,-1.688607,43,Immediately Post-flight,CD8_T,Inspiration4,C2
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP,3.15e-05,0.00196,0.5573322,-0.5124774,-1.427461,835,Immediately Post-flight,CD8_T,Inspiration4,C2
ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN,0.000296,0.0138,0.4984931,0.6357117,1.397991,701,Immediately Post-flight,CD8_T,Inspiration4,C2
ANDERSEN_LIVER_CANCER_KRT19_UP,2.16e-05,0.00145,0.5756103,-0.9533795,-1.687189,33,Immediately Post-flight,CD8_T,Inspiration4,C2
BENPORATH_MYC_MAX_TARGETS,1.06e-07,1.15e-05,0.7049757,-0.5781775,-1.594919,742,Immediately Post-flight,CD8_T,Inspiration4,C2
BENPORATH_MYC_TARGETS_WITH_EBOX,1.11e-08,1.46e-06,0.7477397,-0.7695277,-1.912946,218,Immediately Post-flight,CD8_T,Inspiration4,C2
BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN,1.63e-05,0.00117,0.5756103,-0.7958469,-1.795928,118,Immediately Post-flight,CD8_T,Inspiration4,C2
BHATTACHARYA_EMBRYONIC_STEM_CELL,0.000111,0.00561,0.5384341,-0.8190272,-1.714032,79,Immediately Post-flight,CD8_T,Inspiration4,C2
BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2,1.57e-06,0.000142,0.6435518,-0.9001417,-1.825661,68,Immediately Post-flight,CD8_T,Inspiration4,C2
BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES,7.74e-17,1.62e-14,1.0574636,-0.9809639,-1.989584,68,Immediately Post-flight,CD8_T,Inspiration4,C2
BILANGES_SERUM_RESPONSE_TRANSLATION,3.99e-06,0.000334,0.6105269,-0.965235,-1.699122,32,Immediately Post-flight,CD8_T,Inspiration4,C2
BONOME_OVARIAN_CANCER_SURVIVAL_SUBOPTIMAL_DEBULKING,0.000244,0.0115,0.5188481,0.6578379,1.42738,488,Immediately Post-flight,CD8_T,Inspiration4,C2
BOUDOUKHA_BOUND_BY_IGF2BP2,2.35e-05,0.00154,0.5756103,-0.8188318,-1.801567,102,Immediately Post-flight,CD8_T,Inspiration4,C2
BROWNE_HCMV_INFECTION_14HR_DN,0.000643,0.0256,0.4772708,0.6849684,1.408557,268,Immediately Post-flight,CD8_T,Inspiration4,C2
BRUINS_UVC_RESPONSE_LATE,0.000791,0.0297,0.4772708,0.6003578,1.333607,1092,Immediately Post-flight,CD8_T,Inspiration4,C2
CAIRO_HEPATOBLASTOMA_CLASSES_UP,3.4e-08,3.96e-06,0.7195128,-0.6192772,-1.689738,599,Immediately Post-flight,CD8_T,Inspiration4,C2
CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN,7.55e-06,0.000586,0.6105269,-0.8230591,-1.802527,101,Immediately Post-flight,CD8_T,Inspiration4,C2
CHICAS_RB1_TARGETS_LOW_SERUM,0.000357,0.0159,0.4984931,-0.7804727,-1.696303,95,Immediately Post-flight,CD8_T,Inspiration4,C2
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP,9.57e-12,1.77e-09,0.8753251,-0.9772502,-1.858891,52,Immediately Post-flight,CD8_T,Inspiration4,C2
CUI_TCF21_TARGETS_2_DN,3.67e-10,5.49e-08,0.8140358,0.6936234,1.532561,825,Immediately Post-flight,CD8_T,Inspiration4,C2
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN,1.54e-18,3.45e-16,1.1146645,0.7849501,1.69025,457,Immediately Post-flight,CD8_T,Inspiration4,C2
DACOSTA_UV_RESPONSE_VIA_ERCC3_DN,1.28e-30,6.18e-28,1.4390257,0.7780561,1.72055,845,Immediately Post-flight,CD8_T,Inspiration4,C2
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN,0.000496,0.0208,0.4772708,0.7822303,1.421773,84,Immediately Post-flight,CD8_T,Inspiration4,C2
DACOSTA_UV_RESPONSE_VIA_ERCC3_UP,4.17e-05,0.00245,0.5573322,-0.6210657,-1.602041,308,Immediately Post-flight,CD8_T,Inspiration4,C2
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN,5.82e-05,0.00324,0.5573322,0.8084747,1.469474,84,Immediately Post-flight,CD8_T,Inspiration4,C2
DANG_MYC_TARGETS_UP,8.83e-11,1.39e-08,0.8390889,-0.8856911,-2.044477,128,Immediately Post-flight,CD8_T,Inspiration4,C2
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP,2.12e-06,0.000188,0.6272567,0.7209052,1.515691,322,Immediately Post-flight,CD8_T,Inspiration4,C2
DAZARD_RESPONSE_TO_UV_NHEK_DN,9.58e-11,1.47e-08,0.8390889,0.7746672,1.611618,295,Immediately Post-flight,CD8_T,Inspiration4,C2
DAZARD_RESPONSE_TO_UV_NHEK_UP,3.54e-11,6.01e-09,0.8513391,-0.8344641,-2.07391,200,Immediately Post-flight,CD8_T,Inspiration4,C2
DAZARD_UV_RESPONSE_CLUSTER_G1,6.03e-06,0.00048,0.6105269,-0.9051954,-1.784755,59,Immediately Post-flight,CD8_T,Inspiration4,C2
DAZARD_UV_RESPONSE_CLUSTER_G6,4.82e-06,0.000389,0.6105269,0.7872438,1.527445,142,Immediately Post-flight,CD8_T,Inspiration4,C2
DIRMEIER_LMP1_RESPONSE_EARLY,7.43e-05,0.00392,0.5384341,-0.8673069,-1.737511,61,Immediately Post-flight,CD8_T,Inspiration4,C2
DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN,0.000794,0.0297,0.4772708,0.6486649,1.410992,494,Immediately Post-flight,CD8_T,Inspiration4,C2
ENK_UV_RESPONSE_KERATINOCYTE_UP,3.9e-28,1.23e-25,1.3802649,-0.8388495,-2.257227,505,Immediately Post-flight,CD8_T,Inspiration4,C2
FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL,0.000149,0.00738,0.5188481,0.6959971,1.455337,309,Immediately Post-flight,CD8_T,Inspiration4,C2
FERNANDEZ_BOUND_BY_MYC,0.0011,0.0384,0.4550599,-0.6568799,-1.594176,174,Immediately Post-flight,CD8_T,Inspiration4,C2
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_UP,1.04e-05,0.000781,0.5933255,0.7070236,1.494779,357,Immediately Post-flight,CD8_T,Inspiration4,C2
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP,1.36e-06,0.000128,0.6435518,-0.9305215,-1.770006,52,Immediately Post-flight,CD8_T,Inspiration4,C2
FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN,0.000579,0.0235,0.4772708,0.6533622,1.405965,444,Immediately Post-flight,CD8_T,Inspiration4,C2
GABRIELY_MIR21_TARGETS,2.16e-08,2.56e-06,0.733762,0.7558188,1.569279,287,Immediately Post-flight,CD8_T,Inspiration4,C2
GENTILE_UV_LOW_DOSE_DN,3.46e-05,0.00212,0.5573322,0.8532867,1.496236,62,Immediately Post-flight,CD8_T,Inspiration4,C2
GEORGES_TARGETS_OF_MIR192_AND_MIR215,7.39e-05,0.00392,0.5384341,0.6317079,1.398002,871,Immediately Post-flight,CD8_T,Inspiration4,C2
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN,2.67e-06,0.000233,0.6272567,0.6379846,1.415818,1048,Immediately Post-flight,CD8_T,Inspiration4,C2
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN,9.7e-07,9.53e-05,0.6435518,0.6130555,1.368402,1733,Immediately Post-flight,CD8_T,Inspiration4,C2
GRUETZMANN_PANCREATIC_CANCER_DN,0.000102,0.00524,0.5384341,-0.6793771,-1.670741,189,Immediately Post-flight,CD8_T,Inspiration4,C2
HAMAI_APOPTOSIS_VIA_TRAIL_UP,3.43e-11,5.99e-09,0.8513391,0.7204372,1.580138,647,Immediately Post-flight,CD8_T,Inspiration4,C2
HILLION_HMGA1B_TARGETS,2.2e-07,2.31e-05,0.6901325,-0.8897712,-1.88464,83,Immediately Post-flight,CD8_T,Inspiration4,C2
HILLION_HMGA1_TARGETS,3.59e-08,4.1e-06,0.7195128,-0.9055702,-1.899809,81,Immediately Post-flight,CD8_T,Inspiration4,C2
HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP,3.48e-05,0.00212,0.5573322,-0.9632573,-1.64243,27,Immediately Post-flight,CD8_T,Inspiration4,C2
HSIAO_HOUSEKEEPING_GENES,5.4e-41,3.4e-37,1.6657926,-0.9226983,-2.429374,382,Immediately Post-flight,CD8_T,Inspiration4,C2
IRITANI_MAD1_TARGETS_DN,2.09e-05,0.00144,0.5756103,-0.9270173,-1.718174,44,Immediately Post-flight,CD8_T,Inspiration4,C2
IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM,1.76e-05,0.00124,0.5756103,0.7376642,1.487268,201,Immediately Post-flight,CD8_T,Inspiration4,C2
JISON_SICKLE_CELL_DISEASE_DN,1.47e-07,1.56e-05,0.6901325,-0.7904051,-1.937427,180,Immediately Post-flight,CD8_T,Inspiration4,C2
JOHNSTONE_PARVB_TARGETS_2_DN,2.81e-05,0.00179,0.5756103,0.6988162,1.469659,334,Immediately Post-flight,CD8_T,Inspiration4,C2
JOHNSTONE_PARVB_TARGETS_2_UP,2.17e-05,0.00145,0.5756103,-0.7696755,-1.827792,143,Immediately Post-flight,CD8_T,Inspiration4,C2
KEGG_OXIDATIVE_PHOSPHORYLATION,1.58e-06,0.000142,0.6435518,-0.8170196,-1.883648,127,Immediately Post-flight,CD8_T,Inspiration4,C2
KEGG_PARKINSONS_DISEASE,9.03e-07,9.01e-05,0.6594444,-0.8271799,-1.888342,122,Immediately Post-flight,CD8_T,Inspiration4,C2
KEGG_RIBOSOME,2.9e-36,3.04e-33,1.5697917,-0.9950894,-2.132629,86,Immediately Post-flight,CD8_T,Inspiration4,C2
KIM_ALL_DISORDERS_DURATION_CORR_DN,0.000188,0.00922,0.5188481,-0.7315814,-1.737328,143,Immediately Post-flight,CD8_T,Inspiration4,C2
KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP,3.26e-19,7.59e-17,1.1330899,-0.7184122,-1.958152,738,Immediately Post-flight,CD8_T,Inspiration4,C2
KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP,3.2e-17,6.93e-15,1.06721,-0.7238949,-1.985976,659,Immediately Post-flight,CD8_T,Inspiration4,C2
LEE_LIVER_CANCER_MYC_UP,4.42e-06,0.000366,0.6105269,-0.9212402,-1.760205,50,Immediately Post-flight,CD8_T,Inspiration4,C2
LEE_LIVER_CANCER_SURVIVAL_DN,4.75e-08,5.34e-06,0.7195128,-0.8013246,-1.951548,173,Immediately Post-flight,CD8_T,Inspiration4,C2
LI_AMPLIFIED_IN_LUNG_CANCER,3.17e-19,7.59e-17,1.1330899,-0.923973,-2.25261,171,Immediately Post-flight,CD8_T,Inspiration4,C2
LOPEZ_MBD_TARGETS,8.19e-09,1.1e-06,0.7477397,-0.5648997,-1.586726,919,Immediately Post-flight,CD8_T,Inspiration4,C2
LUI_TARGETS_OF_PAX8_PPARG_FUSION,7.25e-05,0.00392,0.5384341,-0.9418854,-1.666848,33,Immediately Post-flight,CD8_T,Inspiration4,C2
LUI_THYROID_CANCER_CLUSTER_3,0.000236,0.0115,0.5188481,-0.9453756,-1.61194,27,Immediately Post-flight,CD8_T,Inspiration4,C2
LUI_THYROID_CANCER_PAX8_PPARG_DN,7.75e-06,0.000594,0.5933255,-0.9354532,-1.73381,44,Immediately Post-flight,CD8_T,Inspiration4,C2
LU_EZH2_TARGETS_DN,9.61e-05,0.00499,0.5384341,0.6805873,1.451167,384,Immediately Post-flight,CD8_T,Inspiration4,C2
MALONEY_RESPONSE_TO_17AAG_DN,3e-05,0.00189,0.5756103,-0.8727745,-1.774942,73,Immediately Post-flight,CD8_T,Inspiration4,C2
MANNE_COVID19_COMBINED_COHORT_VS_HEALTHY_DONOR_PLATELETS_DN,4.58e-05,0.00259,0.5573322,0.7293124,1.472822,215,Immediately Post-flight,CD8_T,Inspiration4,C2
MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_DN,2.7e-05,0.00173,0.5756103,0.7634682,1.490164,148,Immediately Post-flight,CD8_T,Inspiration4,C2
MANNE_COVID19_NONICU_VS_HEALTHY_DONOR_PLATELETS_DN,0.000446,0.0192,0.4984931,0.7140058,1.434263,199,Immediately Post-flight,CD8_T,Inspiration4,C2
MARTENS_TRETINOIN_RESPONSE_DN,4.45e-38,9.33e-35,1.6088796,-0.8195985,-2.265955,764,Immediately Post-flight,CD8_T,Inspiration4,C2
MARTINEZ_RB1_AND_TP53_TARGETS_DN,0.000588,0.0236,0.4772708,-0.5321301,-1.440036,552,Immediately Post-flight,CD8_T,Inspiration4,C2
MARTINEZ_RB1_TARGETS_DN,8.27e-06,0.000627,0.5933255,-0.5912145,-1.593529,507,Immediately Post-flight,CD8_T,Inspiration4,C2
MARTINEZ_RESPONSE_TO_TRABECTEDIN,4.73e-06,0.000386,0.6105269,0.8875919,1.526328,50,Immediately Post-flight,CD8_T,Inspiration4,C2
MARTINEZ_TP53_TARGETS_DN,0.000319,0.0146,0.4984931,-0.5386866,-1.462027,556,Immediately Post-flight,CD8_T,Inspiration4,C2
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3,0.000756,0.0288,0.4772708,0.6036294,1.33938,998,Immediately Post-flight,CD8_T,Inspiration4,C2
MODY_HIPPOCAMPUS_PRENATAL,9.9e-08,1.09e-05,0.7049757,-0.9629811,-1.765146,39,Immediately Post-flight,CD8_T,Inspiration4,C2
MOOTHA_VOXPHOS,2.83e-06,0.000244,0.6272567,-0.8544012,-1.831113,86,Immediately Post-flight,CD8_T,Inspiration4,C2
MUNSHI_MULTIPLE_MYELOMA_UP,0.000398,0.0174,0.4984931,-0.8047,-1.667422,77,Immediately Post-flight,CD8_T,Inspiration4,C2
NATSUME_RESPONSE_TO_INTERFERON_BETA_DN,4.06e-05,0.00241,0.5573322,-0.9012755,-1.720465,51,Immediately Post-flight,CD8_T,Inspiration4,C2
NUTT_GBM_VS_AO_GLIOMA_DN,0.000254,0.0119,0.4984931,-0.8981676,-1.664703,44,Immediately Post-flight,CD8_T,Inspiration4,C2
NUYTTEN_NIPP1_TARGETS_UP,5.23e-05,0.00294,0.5573322,0.6483848,1.428188,720,Immediately Post-flight,CD8_T,Inspiration4,C2
ONKEN_UVEAL_MELANOMA_DN,1.47e-05,0.00108,0.5933255,-0.5808963,-1.564714,510,Immediately Post-flight,CD8_T,Inspiration4,C2
OSMAN_BLADDER_CANCER_DN,1.88e-08,2.36e-06,0.733762,-0.6843998,-1.809294,406,Immediately Post-flight,CD8_T,Inspiration4,C2
OSMAN_BLADDER_CANCER_UP,0.00144,0.0479,0.4550599,0.6593636,1.410242,395,Immediately Post-flight,CD8_T,Inspiration4,C2
PARENT_MTOR_SIGNALING_UP,0.000117,0.00587,0.5384341,0.6623766,1.444705,540,Immediately Post-flight,CD8_T,Inspiration4,C2
PECE_MAMMARY_STEM_CELL_UP,4.05e-21,1.02e-18,1.186651,-0.9605675,-2.223465,129,Immediately Post-flight,CD8_T,Inspiration4,C2
PEREZ_TP53_TARGETS,1.44e-06,0.000133,0.6435518,0.638836,1.418477,1120,Immediately Post-flight,CD8_T,Inspiration4,C2
PILON_KLF1_TARGETS_UP,0.000324,0.0148,0.4984931,0.6585634,1.421698,469,Immediately Post-flight,CD8_T,Inspiration4,C2
PLASARI_TGFB1_TARGETS_10HR_DN,0.000735,0.0283,0.4772708,0.6965629,1.423458,245,Immediately Post-flight,CD8_T,Inspiration4,C2
POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_DN,3.57e-05,0.00214,0.5573322,-0.8861305,-1.727611,57,Immediately Post-flight,CD8_T,Inspiration4,C2
POMEROY_MEDULLOBLASTOMA_PROGNOSIS_DN,1.05e-06,0.0001,0.6435518,-0.9453677,-1.72896,42,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_ABC_TRANSPORTER_DISORDERS,0.000967,0.0352,0.4772708,-0.7846374,-1.62585,77,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,1.92e-13,3.78e-11,0.9436322,-0.9753566,-1.939969,60,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,0.00107,0.0379,0.4550599,-0.7992053,-1.611043,64,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,2.12e-29,8.31e-27,1.4099514,-0.8099659,-2.203137,625,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_CELLULAR_RESPONSE_TO_STARVATION,2.13e-28,7.04e-26,1.3802649,-0.9654922,-2.323197,156,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD,0.000723,0.0283,0.4772708,0.984892,1.405135,7,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_DEVELOPMENTAL_BIOLOGY,1.83e-32,1.15e-29,1.4815676,-0.7682778,-2.152299,907,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,3.19e-38,9.33e-35,1.6088796,-0.9944617,-2.167063,93,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,7.49e-28,2.24e-25,1.372743,-0.9794806,-2.22808,119,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_INFECTIOUS_DISEASE,4.8e-29,1.78e-26,1.4025887,-0.7675561,-2.129514,832,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_INFLUENZA_INFECTION,6.25e-25,1.64e-22,1.2951231,-0.9565637,-2.301713,156,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.81e-35,1.63e-32,1.5498781,-0.9133537,-2.403589,358,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_METABOLISM_OF_RNA,1.7e-30,7.63e-28,1.4318124,-0.8123589,-2.197242,666,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,3.03e-33,2.38e-30,1.5023869,-0.8475857,-2.315499,569,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,1.07e-26,3.07e-24,1.3422338,-0.9789967,-2.209172,115,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,7.89e-29,2.75e-26,1.3951871,-0.960087,-2.337751,170,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,1.58e-05,0.00114,0.5756103,-0.8151236,-1.805551,103,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,6.74e-06,0.00053,0.6105269,-0.8010081,-1.846733,127,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,3.18e-37,4e-34,1.5894558,-0.9930458,-2.174803,101,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,0.000738,0.0283,0.4772708,-0.8343531,-1.645076,59,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_RRNA_PROCESSING,6.56e-33,4.58e-30,1.4885397,-0.9582799,-2.380852,201,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_SELENOAMINO_ACID_METABOLISM,1.33e-37,2.08e-34,1.5959567,-0.9917581,-2.230359,107,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,5.65e-26,1.54e-23,1.3188888,-0.9339959,-2.334143,213,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,1.18e-29,4.96e-27,1.4172759,-0.9847982,-2.234622,112,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,4.56e-05,0.00259,0.5573322,-0.7152654,-1.743803,177,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,0.000372,0.0165,0.4984931,-0.8066261,-1.671413,77,Immediately Post-flight,CD8_T,Inspiration4,C2
REACTOME_TRANSLATION,3.03e-32,1.73e-29,1.4745625,-0.9318368,-2.395731,274,Immediately Post-flight,CD8_T,Inspiration4,C2
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_UP,0.00124,0.0422,0.4550599,0.6199165,1.362027,695,Immediately Post-flight,CD8_T,Inspiration4,C2
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN,1.78e-05,0.00124,0.5756103,0.6515616,1.436189,788,Immediately Post-flight,CD8_T,Inspiration4,C2
SANA_RESPONSE_TO_IFNG_DN,2.66e-05,0.00172,0.5756103,-0.847925,-1.785176,82,Immediately Post-flight,CD8_T,Inspiration4,C2
SHEN_SMARCA2_TARGETS_UP,2.29e-05,0.00151,0.5756103,0.6832984,1.464307,422,Immediately Post-flight,CD8_T,Inspiration4,C2
SMID_BREAST_CANCER_BASAL_DN,1.05e-06,0.0001,0.6435518,0.6779047,1.486214,658,Immediately Post-flight,CD8_T,Inspiration4,C2
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP,7.17e-10,1.02e-07,0.8012156,-0.6843444,-1.862259,478,Immediately Post-flight,CD8_T,Inspiration4,C2
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN,2.12e-08,2.56e-06,0.733762,-0.6318812,-1.701954,514,Immediately Post-flight,CD8_T,Inspiration4,C2
TAKAO_RESPONSE_TO_UVB_RADIATION_UP,1.59e-08,2.03e-06,0.733762,-0.9070025,-1.921137,83,Immediately Post-flight,CD8_T,Inspiration4,C2
TARTE_PLASMA_CELL_VS_PLASMABLAST_UP,3.81e-11,6.3e-09,0.8513391,-0.7487138,-1.967812,350,Immediately Post-flight,CD8_T,Inspiration4,C2
TIEN_INTESTINE_PROBIOTICS_24HR_DN,3.38e-11,5.99e-09,0.8513391,-0.8397589,-2.081981,205,Immediately Post-flight,CD8_T,Inspiration4,C2
TIEN_INTESTINE_PROBIOTICS_6HR_UP,2.73e-09,3.82e-07,0.774939,-0.9636033,-1.841148,50,Immediately Post-flight,CD8_T,Inspiration4,C2
WANG_TUMOR_INVASIVENESS_UP,1.34e-14,2.71e-12,0.9865463,-0.7822915,-2.061152,374,Immediately Post-flight,CD8_T,Inspiration4,C2
WEST_ADRENOCORTICAL_TUMOR_DN,0.000243,0.0115,0.5188481,-0.5408043,-1.456227,515,Immediately Post-flight,CD8_T,Inspiration4,C2
WONG_EMBRYONIC_STEM_CELL_CORE,8.43e-12,1.61e-09,0.8753251,-0.7624974,-1.972191,332,Immediately Post-flight,CD8_T,Inspiration4,C2
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,1.14e-31,5.98e-29,1.4604515,-0.9924155,-2.146086,88,Immediately Post-flight,CD8_T,Inspiration4,C2
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,4.38e-07,4.44e-05,0.6749629,-0.8611727,-1.894724,102,Immediately Post-flight,CD8_T,Inspiration4,C2
WP_OXIDATIVE_PHOSPHORYLATION,4.5e-05,0.00259,0.5573322,-0.8819408,-1.754167,60,Immediately Post-flight,CD8_T,Inspiration4,C2
WP_PROTEASOME_DEGRADATION,0.000388,0.017,0.4984931,-0.8450036,-1.666076,59,Immediately Post-flight,CD8_T,Inspiration4,C2
YAGI_AML_WITH_INV_16_TRANSLOCATION,4.32e-10,6.31e-08,0.8140358,-0.7177624,-1.882843,392,Immediately Post-flight,CD8_T,Inspiration4,C2
YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP,2.06e-08,2.54e-06,0.733762,-0.9555525,-1.824076,51,Immediately Post-flight,CD8_T,Inspiration4,C2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13,3.58e-06,0.000304,0.6272567,-0.7538489,-1.835926,173,Immediately Post-flight,CD8_T,Inspiration4,C2
ZHANG_RESPONSE_TO_CANTHARIDIN_DN,0.000327,0.0148,0.4984931,-0.8355253,-1.690216,66,Immediately Post-flight,CD8_T,Inspiration4,C2
ZHENG_BOUND_BY_FOXP3,4.93e-09,6.74e-07,0.7614608,0.7233336,1.569135,486,Immediately Post-flight,CD8_T,Inspiration4,C2
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,9.39e-05,0.00492,0.5384341,-0.7507378,-1.734839,130,Immediately Post-flight,CD8_T,Inspiration4,C2
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE,0.000738,0.0283,0.4772708,-0.8011993,-1.650361,75,Immediately Post-flight,CD8_T,Inspiration4,C2
ABE_INNER_EAR,1.32e-05,0.000996,0.5933255,-0.9176047,-1.747727,43,Immediately Post-flight,other_T,Inspiration4,C2
