human_gene,CD4_T,CD8_T,other_T,B,NK,CD14_Mono,CD16_Mono,DC,other,GeneLab,skin,skin_IE,skin_OD,skin_OE,skin_VA,JAXA.cfRNA.pval,NASA_multi_CD19,NASA_multi_CD4,NASA_multi_CD8,NASA_multi_LD,NASA_ribo_CD19,NASA_ribo_CD4,NASA_ribo_CD8,NASA_ribo_LD,NASA_poly_CD19,NASA_poly_CD4,NASA_poly_CD8,NASA_poly_LD,CD4_T.padj,CD8_T.padj,other_T.padj,B.padj,NK.padj,CD14_Mono.padj,CD16_Mono.padj,DC.padj,other.padj,GeneLab.padj,skin.padj,skin_IE.padj,skin_OD.padj,skin_OE.padj,skin_VA.padj,JAXA.cfRNA,NASA_multi_CD19.padj,NASA_multi_CD4.padj,NASA_multi_CD8.padj,NASA_multi_LD.padj,NASA_ribo_CD19.padj,NASA_ribo_CD4.padj,NASA_ribo_CD8.padj,NASA_ribo_LD.padj,NASA_poly_CD19.padj,NASA_poly_CD4.padj,NASA_poly_CD8.padj,NASA_poly_LD.padj
WDFY3,0.554536975,0.536964811,0.540869888,0.474442741,0.631547734,0.568512682,0.535184621,0.29334075,0.352149222,0.083446059,0.07080684,-0.057324771,0.072375686,-0.319896486,0.524270815,,,,,,,,,,,,,,2.44e-147,9.22e-52,7.91e-24,7.24e-51,1.48e-28,1.83e-95,6.14e-14,0.003391487,4.83e-12,0.003444808,0.835822375,0.976010417,,0.731747274,0.266398202,,,,,,,,,,,,,
ARHGAP24,0.529165367,0.408685722,0.51461657,0.838145326,0.442388692,0.733930858,0.54416298,0.469907666,0.71955089,0.014419061,-0.065088468,-0.052979267,-0.061790599,0.431728299,-0.530379245,,,,,,,,,,,,,,1.56e-137,1.8e-51,9.08e-24,4.72e-49,2.44e-28,5.69e-95,8.45e-14,0.003454225,4.9e-12,0.734673746,0.857790715,0.979067586,,0.627993103,0.312438599,,,,,,,,,,,,,
DAPP1,0.45721223,0.606860411,0.522073733,0.517157533,0.510230263,0.524910959,0.617286986,0.360489769,0.33047124,-0.008921439,0.119060705,0.59368212,-0.197039195,-0.086440775,0.280826986,,,,,,,,,,,,,,5.75e-137,3.2e-51,1.35e-23,3.06e-48,4.11e-28,2.66e-94,1.03e-13,0.003705423,4.93e-12,0.885948923,0.70256746,0.512519662,,0.944007989,0.644182223,,,,,,,,,,,,,
SGMS2,0.072021835,0.575440895,0.072604119,0.552100522,0.460673956,0.543016303,0.749376117,0.76746681,0.372334249,0.032092643,0.335226393,0.955064023,0.200369492,0.110502577,0.325165702,,,,,,,,,,,,,,8.99e-136,1.53e-49,1.47e-23,2.3e-47,4.54e-28,1.03e-93,1.04e-13,0.003932734,8.31e-12,0.602064698,0.156046781,0.20906132,,0.932453099,0.538003627,,,,,,,,,,,,,
SCLT1,0.417623928,0.51157131,0.401020784,0.481645179,0.558832026,0.620489834,0.686786445,-0.491340788,0.367113292,-0.040376926,-0.154850235,-0.875208638,0.011522091,-0.3883996,0.263802781,0.026690603,,,,,,,,,,,,,3.1e-134,4.33e-49,1.54e-23,7.73e-47,7.32e-28,2.78e-93,1.15e-13,0.004964508,8.72e-12,0.415801394,0.592688675,0.336724155,,0.641565651,0.661966316,-2.004142125,,,,,,,,,,,,
MAML3,0.453460998,0.518169148,0.603751149,0.573248947,0.471018726,0.857772333,0.727320577,0.535977044,0.375247329,-0.026684355,-0.224886979,-0.820685484,-0.354295746,0.242449147,-0.072819649,,,,,,,,,,,,,,2.23e-132,4.42e-49,5.46e-23,1.48e-46,1.72e-27,2.01e-92,1.26e-13,0.005068537,9.49e-12,0.55928046,0.365715535,0.334907514,,0.815811885,0.929499816,,,,,,,,,,,,,
TBC1D9,0.505733276,0.406669129,0.571330917,0.075539802,0.046605063,0.617507965,0.701963461,0.492514588,0.419228103,0.007459472,0.050558896,0.20422506,-0.000939376,-0.106733351,0.202677258,,,,,,,,,,,,,,3.38e-132,7.3e-49,7.1e-23,3.85e-45,2.35e-27,4.59e-91,1.35e-13,0.005887652,9.66e-12,0.906191025,0.879717321,0.870265919,,0.929553054,0.743949092,,,,,,,,,,,,,
IL15,0.473364658,0.346925277,0.755642194,0.563006621,0.42691855,0.669269541,0.676801104,0.566647327,0.43076712,-0.080224559,0.088014282,-0.344448383,0.097374085,0.575764831,-0.029906445,0.049350397,,,,,,,,,,,,,1.34e-131,3.53e-48,1.48e-22,1.15e-44,1.74e-26,6.19e-91,1.63e-13,0.006716025,1.33e-11,0.096389849,0.784916349,0.784836553,,0.431755619,0.974382571,5.294404448,,,,,,,,,,,,
TLR2,0.079924563,0.432247532,0.675659381,0.572978338,0.551188599,0.659434233,0.750854976,0.682327484,0.311825699,0.025598242,0.067647273,0.129683363,0.059355288,0.08756666,0.156242505,,,,,,,,,,,,,,1.21e-129,4.33e-48,1.74e-22,1.42e-44,2.19e-26,7.14e-91,2.71e-13,0.008176512,1.53e-11,0.711628042,0.812549465,0.924176718,,0.93323836,0.799645492,,,,,,,,,,,,,
2023-03-01 00:00:00,0.502243222,0.389529053,0.569805526,0.106027145,0.621104879,0.74199861,0.523000154,0.556302838,0.557882109,,,,,,,,,,,,,,,,,,,,1.35e-129,1.64e-47,2.69e-22,2.3e-44,2.2e-26,1.52e-90,3.87e-13,0.00951335,1.99e-11,,,,,,,,,,,,,,,,,,,
DDX60L,0.429018342,0.581351412,0.614104719,0.461299019,0.484095116,0.651015211,0.643525646,0.603119285,0.379295939,,0.062464463,0.283248594,-0.057643844,0.073355204,-0.038817806,,,,,,,,,,,,,,2.07e-128,2.73e-47,3.05e-22,2.49e-44,2.36e-26,1.71e-89,4.6e-13,0.010792223,2.09e-11,,0.873766407,0.85318852,,0.961112195,,,,,,,,,,,,,,
ACSL1,0.485881578,0.485492287,0.605099121,0.503122705,0.468303318,0.530061276,0.807904416,0.486899747,0.387627117,-0.095867569,-0.112371615,0.012965277,-0.147407464,-0.210789316,-0.112187623,,,,,,,,,,,,,,1.29e-127,4.4e-45,3.53e-22,1.01e-43,2.6e-26,1.06e-88,4.9e-13,0.011216243,2.38e-11,0.211421461,0.704761922,0.996254102,,0.85194328,0.885283961,,,,,,,,,,,,,
FYB1,0.40358946,0.469491474,0.490125391,0.644088571,0.533160882,0.501746652,0.66759625,0.286721491,0.510907572,0.073867554,0.026321958,0.256604333,0.184827012,-0.074905234,-0.14280904,,,,,,,,,,,,,,2.71e-124,1.14e-43,3.8e-21,1.45e-43,3.81e-26,4.82e-88,6.05e-13,0.011233514,3.13e-11,0.234333498,0.947648509,0.850713234,,0.95740515,0.839641992,,,,,,,,,,,,,
MAP3K1,0.656114786,0.387738206,0.294622459,0.490743762,0.524755778,0.547884524,0.618365659,0.704710107,0.361899928,0.069143362,0.196012842,0.289455691,0.143919958,-0.053039531,0.216219477,,,,,,,,,,,,,,4.99e-120,3.11e-42,6.7e-21,2.64e-42,5.77e-26,6.38e-88,6.22e-13,0.013072812,5.39e-11,0.003529517,0.401172551,0.78603365,,0.968705705,0.718954429,,,,,,,,,,,,,
ZSWIM6,0.365564195,0.052539108,0.652470769,0.372982216,0.552116632,0.601261846,0.645805599,0.566755839,0.618444136,-0.016085501,0.082290396,-0.063356005,0.26665631,0.006969314,0.066310834,,,,,,,,,,,,,,3.87e-119,1.96e-41,8.26e-21,5.65e-42,1.87e-25,1.43e-87,6.95e-13,0.013398273,6.26e-11,0.712342916,0.800283584,0.973949397,,0.99548113,0.93297965,,,,,,,,,,,,,
NAIP,0.405964974,0.644797798,0.416546463,0.782764694,0.467967073,0.512008985,0.566896316,0.473740321,0.457938929,,0.085725274,0.240647778,-0.000298863,-0.16353403,0.369820365,,,,,,,,,,,,,,1.8e-118,9e-41,1.25e-20,7.77e-42,4.2e-25,1.17e-86,1.17e-12,0.023014444,9.04e-11,,0.71952161,0.783446295,0.998585576,0.850303793,0.344882296,,,,,,,,,,,,,
POLK,0.458482063,0.442369582,0.550653402,0.390578377,0.479390898,0.583422281,0.668239146,0.534031661,0.407020445,-0.009584722,-0.033439154,-0.321794555,-0.136454721,-0.013119315,0.331815719,,,,,,,,,,,,,,3.44e-118,7.38e-40,1.31e-20,8.03e-42,4.71e-25,2.43e-86,1.56e-12,0.027039077,9.12e-11,0.860362306,0.929637372,0.798801819,,0.99106991,0.512501579,,,,,,,,,,,,,
S100Z,0.466438459,0.437835109,0.399190468,0.452687532,0.359194179,0.667511022,0.540450336,0.333047889,0.217964119,,0.010715044,0.380186892,-0.137030776,0.119343748,-0.318319702,,,,,,,,,,,,,,1.36e-117,1.32e-39,3.88e-20,3.33e-40,9.19e-25,1.74e-85,2.37e-12,0.029709441,1.42e-10,,0.978264071,0.665417662,,0.910654127,0.554221507,,,,,,,,,,,,,
VCAN,0.414929132,0.421022607,0.510715136,0.461517049,0.045772956,0.561203077,0.625034601,0.362938904,0.446340675,-0.038973542,0.06447983,-0.316539435,0.299410925,-0.093461855,0.185728169,,,,,,,,,,,,,,7.02e-116,9.59e-39,8.43e-20,1.35e-39,1.41e-24,6.57e-85,3.1e-12,0.030020412,2.27e-10,0.758474372,0.851035722,0.794406663,,0.943425875,0.785329545,,,,,,,,,,,,,
VCAN-AS1,0.043842148,0.382554109,0.322636527,0.481446095,0.421695356,0.561463652,0.683026424,0.426627961,0.36172251,,,,,,,,,,,,,,,,,,,,7.11e-116,1.12e-38,1.08e-19,1.81e-39,2.98e-24,1.3e-84,8.66e-12,0.040540637,2.48e-10,,,,,,,,,,,,,,,,,,,
RASA1,0.370455557,0.770774059,0.576564674,0.382498006,0.039408433,0.612621022,0.675141295,0.366897173,0.428867541,-0.036556006,0.081255437,-0.256203316,-0.186180941,0.132854536,0.420664527,0.02413083,,,,,,,,,,,,,3.38e-114,4.61e-38,1.09e-19,2.15e-39,3.5e-24,3.8e-84,9.35e-12,0.041238091,4.04e-10,0.403223486,0.765158722,0.817241993,,0.891359262,0.297165823,-2.307292291,,,,,,,,,,,,
MEF2C,0.301921176,0.41047681,0.062888964,0.440487452,0.408051318,0.255387518,0.585891267,0.461162507,0.581363923,-0.05013047,0.124770502,0.410834879,0.036505441,-0.049564287,0.218385953,,,,,,,,,,,,,,1.86e-113,1.17e-37,1.71e-19,5.84e-39,4.48e-24,4.94e-84,9.87e-12,0.043525573,4.23e-10,0.540857322,0.624167436,0.654344411,,0.968705705,0.665777163,,,,,,,,,,,,,
MCTP1,0.484610961,0.426276974,0.406184737,0.373103303,0.483315015,0.695230108,0.556779572,0.481269894,0.636707391,0.116399111,0.20823719,0.558797593,-0.063877003,0.109639612,0.282566272,,,,,,,,,,,,,,1.99e-112,4.02e-37,1.88e-19,8.37e-39,4.81e-24,2.36e-83,1.57e-11,0.046351037,5.59e-10,0.211601644,0.426117956,0.582909915,,0.932453099,0.616468413,,,,,,,,,,,,,
ST8SIA4,0.504120793,0.396307498,0.547254298,0.433170782,0.477273205,0.612665708,0.781124098,0.42110467,0.361234399,-0.034614162,-0.001401292,0.033628779,0.015267579,-0.252889407,0.22933338,,,,,,,,,,,,,,2.78e-112,4.84e-37,2.37e-19,5.62e-38,5.25e-24,3.44e-82,1.86e-11,0.048455705,6.82e-10,0.682360842,0.997306648,0.98669852,,0.815447338,0.685869934,,,,,,,,,,,,,
DOCK2,0.30215061,0.401781058,0.451305826,0.397834356,0.310339665,0.456009552,0.701802991,0.319501357,0.574088673,0.014495564,0.107524632,-0.024543429,0.041827761,-0.318299128,0.542041363,,,,,,,,,,,,,,9.95e-110,4.97e-37,2.77e-19,5.91e-38,9.78e-24,2.55e-81,2.1e-11,0.052507321,6.98e-10,0.864349418,0.718263496,0.990912222,,0.740186654,0.239474083,,,,,,,,,,,,,
LCP2,0.546246886,0.426098529,0.402647331,0.442601627,0.514957874,0.531197222,0.934920825,0.582123624,0.465283145,0.015851575,0.028061941,-0.088115051,-0.17507576,0.291016665,0.065217902,0.040492319,,,,,,,,,,,,,3.32e-109,7.12e-37,3.64e-19,7.08e-38,1.33e-23,3.63e-81,3.11e-11,0.057176224,1.02e-09,0.863106093,0.937877127,0.960743954,,0.723173252,0.932834165,-1.641088209,,,,,,,,,,,,
RNF130,0.465623454,0.288041384,0.505522859,0.355054652,0.629726728,0.521161685,0.610839664,0.600667488,0.370589026,-0.04717233,0.200041958,0.003718678,0.383007807,0.225336359,-0.018587662,,,,,,,,,,,,,,3.72e-109,2.14e-36,3.67e-19,2.22e-37,2.15e-23,1.25e-80,5.61e-11,0.057835101,1.19e-09,0.13933863,0.344153941,0.997728456,,0.811509545,0.980454594,,,,,,,,,,,,,
F13A1,0.448579043,0.369394221,0.423911766,0.503325182,0.523385497,0.478092789,0.605341581,0.494972731,0.410928308,0.034655786,0.160660537,0.693561728,-0.083419103,-0.004633284,-0.005344229,,,,,,,,,,,,,,1.3e-108,7.86e-36,6.26e-19,2.28e-37,2.29e-23,1.77e-80,7.39e-11,0.065359649,1.21e-09,0.762120841,0.52778277,0.341613594,,0.995900079,0.99494961,,,,,,,,,,,,,
NEDD9,0.381801315,0.481903108,0.553592918,0.438322751,0.431403159,0.631337928,0.616187781,0.465833675,0.514805591,-0.020298258,-0.028251195,-0.294723347,0.146479106,-0.403759296,0.143261535,,,,,,,,,,,,,,7.64e-104,2.14e-35,9.74e-19,7.9e-37,2.63e-23,7.52e-80,8.97e-11,0.071972107,1.23e-09,0.638042322,0.945184606,0.842809795,,0.657191164,,,,,,,,,,,,,,
TMEM170B,0.378584719,0.698299504,0.423581587,0.472492068,0.053350125,0.525337485,0.572776323,0.517775215,0.508517685,-0.000562,-0.09787004,-0.006242067,-0.08444436,-0.026699841,-0.175673794,,,,,,,,,,,,,,9.7e-104,2.6e-35,2.27e-18,8.31e-37,4.1e-23,1.94e-79,1.64e-10,0.072614673,2.38e-09,0.994716938,0.770829192,0.997728456,,0.985119922,,,,,,,,,,,,,,
KIF13A,0.354883477,0.356861451,0.323443275,0.490754554,0.445497064,0.521164381,0.598662172,0.622595676,0.704842075,0.0213348,-0.239383566,-0.254670761,-0.109490618,0.110583938,-0.491969656,,,,,,,,,,,,,,1.27e-102,1.06e-34,2.63e-18,4.41e-36,1.06e-22,2.51e-79,2.26e-10,0.073329894,2.57e-09,0.652348674,0.330267884,0.8411018,,0.930638623,0.275959752,,,,,,,,,,,,,
RNF144B,0.4152384,0.014889215,0.371185554,0.497890344,0.332097729,0.518463363,0.416196135,0.50408472,0.687063208,0.043053692,0.176956732,0.308614367,0.150187691,0.084894692,0.308429866,,,,,,,,,,,,,,2.39e-102,1.53e-34,3.59e-18,7.98e-36,1.33e-22,2.97e-79,2.52e-10,0.074336944,3.86e-09,0.247485333,0.526027165,0.81104038,,0.951501399,0.616468413,,,,,,,,,,,,,
RIPOR2,0.387665348,0.413626005,0.262693673,0.259280582,0.080102857,0.444612815,0.612416304,0.402334401,0.405245796,0.062008556,0.213622782,0.026884888,0.21762446,0.475189423,-0.036140078,,,,,,,,,,,,,,1.11e-100,2.41e-34,3.62e-18,1.04e-35,1.39e-22,4.88e-79,2.85e-10,0.077805941,3.95e-09,0.29039684,0.427178844,0.990937684,,0.537746415,0.970912766,,,,,,,,,,,,,
HIST1H1E,0.443714395,0.346775394,0.464017704,0.352032558,0.184464328,0.477269901,0.511806871,0.491186817,0.364331551,,,,,,,,,,,,,,,,,,,,2.11e-100,8.85e-34,4.08e-18,1.41e-35,1.5e-22,1.08e-78,2.94e-10,0.081433248,4.86e-09,,,,,,,,,,,,,,,,,,,
STX7,0.418314578,0.197564775,0.344785721,0.484498525,0.241123399,0.487658095,0.487924404,0.413275462,0.610328285,0.012536329,0.094878298,-0.011064563,0.233812499,0.088391527,-0.14535305,,,,,,,,,,,,,,8.03e-98,3.42e-33,4.48e-18,3.33e-35,2.25e-22,3.88e-78,4.72e-10,0.083162359,6.94e-09,0.75144919,0.731311977,0.996422243,,0.94529807,0.830668431,,,,,,,,,,,,,
STX11,0.589242655,0.446828323,0.399995779,0.602432957,0.441717502,0.434916468,-0.539996114,0.460179129,0.424256182,0.095655434,0.083865144,0.073566228,-0.126216277,0.286200707,0.036499688,,,,,,,,,,,,,,4.47e-96,3.9e-33,5.55e-18,9.09e-35,3.47e-22,2.39e-77,4.91e-10,0.088500513,8.95e-09,0.114014494,0.823020186,0.974251172,,0.803344056,,,,,,,,,,,,,,
OPRM1,0.436793614,0.054776472,0.42533768,0.23384625,0.468520883,0.542329428,0.535908136,0.451478484,0.362299267,,0.31887029,0.528862685,0.066820981,0.53242407,0.281727118,,,,,,,,,,,,,,3.16e-95,6.53e-33,7.1e-18,1.18e-34,4.78e-22,5.51e-77,6.51e-10,0.103273685,9.63e-09,,0.186499507,0.623080877,,0.51468068,0.661554308,,,,,,,,,,,,,
IPCEF1,0.280793614,0.280937741,0.34958202,0.080172647,0.185933139,0.55425371,0.610228568,0.502538722,0.387748543,-0.025648112,0.077605144,-0.274759188,0.118468446,0.185056499,0.113108394,,,,,,,,,,,,,,4.57e-95,9.34e-33,1.04e-17,1.59e-34,1.2e-21,4.1e-76,1.24e-09,0.103418044,9.67e-09,0.817987566,0.828154508,0.854805095,,0.880696366,,,,,,,,,,,,,,
QKI,0.307247788,0.2806652,0.563089574,0.463091264,0.480957356,0.645967903,0.592088222,0.392864002,0.295371514,0.02954421,-0.051000572,-0.065345592,-0.155280466,0.215533057,-0.034304691,,,,,,,,,,,,,,7.12e-94,3.4e-32,2.2e-17,1.63e-34,1.23e-21,4.17e-76,1.42e-09,0.108959407,1.11e-08,0.549377792,0.874757761,0.964226626,,0.819299698,0.963869109,,,,,,,,,,,,,
AHR,0.411395691,0.351220788,0.468597034,0.3975548,0.380854549,0.552221948,0.502599885,0.443818122,0.459340943,0.087916697,-0.100369124,0.167669272,-0.286235072,-0.444018538,0.090725204,,,,,,,,,,,,,,2.63e-93,5.8e-32,2.23e-17,1.64e-34,1.47e-21,4.44e-75,1.43e-09,0.11719415,1.2e-08,0.034311021,0.787285017,0.92288314,,0.710735928,0.916981993,,,,,,,,,,,,,
HDAC9,0.362115469,0.371722512,0.545850204,0.279406064,0.519261868,0.628825459,0.56528265,0.591504227,0.393878559,0.135273971,0.082809897,0.050662153,0.126973711,-0.270439112,0.329802777,0.003883102,,,,,,,,,,,,,4.81e-93,6.27e-32,2.75e-17,1.66e-34,1.65e-21,4.73e-75,1.56e-09,0.11746529,1.28e-08,0.008282239,0.848165721,0.983233469,,0.845944572,,-2.571400943,,,,,,,,,,,,
SNX10,0.357789233,0.345813523,0.564349476,0.440465038,0.554378748,0.624345175,0.572723584,0.393663848,0.457079903,-0.005863514,0.017925141,0.180468735,0.218552015,0.210133321,-0.465795459,,,,,,,,,,,,,,3.3e-91,7.65e-32,3.15e-17,2.45e-34,3.87e-21,6.98e-74,1.75e-09,0.117658237,5.18e-08,0.948771318,0.970393031,0.92484903,,0.875429022,,,,,,,,,,,,,,
SKAP2,0.39389143,0.37954512,0.494383385,0.500920963,0.337315816,0.524386452,0.489823318,0.491241174,0.570691153,0.017958947,0.054691078,0.533984388,-0.18973458,-0.534279123,0.108618729,,,,,,,,,,,,,,4.39e-91,9.64e-32,7.29e-17,2.64e-34,6.23e-21,6.67e-73,1.82e-09,0.139862441,9.96e-08,0.654150571,0.896975755,0.620463002,,0.59276051,0.901242306,,,,,,,,,,,,,
JAZF1,0.40723145,0.298466506,0.526586498,0.464921387,0.371432103,0.456214045,0.704404225,0.500484281,0.219867912,0.101998565,-0.018612499,0.315147726,-0.164273428,0.331999295,-0.580312645,,,,,,,,,,,,,,4.93e-90,1.15e-31,1.11e-16,3.17e-34,1.03e-20,6.66e-72,2.06e-09,0.148638671,1.1e-07,0.036061873,0.961666505,0.738668761,,0.664731477,0.19384725,,,,,,,,,,,,,
CREB5,0.051597716,0.34992939,0.247810093,0.376707748,0.293335838,0.539441867,0.654273114,0.490839829,0.351995811,-0.01682339,-0.014577046,0.089616919,-0.196065155,-0.072499532,-0.080233003,,,,,,,,,,,,,,1.09e-88,1.28e-31,1.9e-16,3.8e-34,1.31e-20,8.68e-72,2.14e-09,0.148645351,1.12e-07,0.886283024,0.973217892,0.962322032,,0.95740515,0.916320604,,,,,,,,,,,,,
CPVL,0.060151528,0.505256534,0.441140227,0.463160478,0.468371808,0.498220423,0.533397612,0.353156013,0.550484251,,-0.124976234,-0.502799264,-0.19129158,-0.283825294,0.12160747,,,,,,,,,,,,,,1.34e-88,2.32e-31,2.23e-16,4.3e-34,1.35e-20,2.96e-71,2.86e-09,0.150547962,1.23e-07,,0.682964572,0.653453279,,0.807839785,0.871340794,,,,,,,,,,,,,
GARS-DT,0.342442243,0.492511811,0.354230209,0.36350196,0.442159522,0.515025173,0.086873603,0.418274467,0.60257356,,,,,,,,,,,,,,,,,,,,5.83e-87,4.42e-31,3.31e-16,6.1e-34,2.39e-20,5.33e-71,3.28e-09,0.171311074,1.28e-07,,,,,,,,,,,,,,,,,,,
ELMO1,0.31527191,0.286039089,0.35265871,0.477546837,0.310637699,0.457286843,0.570023487,0.417042292,0.482195013,0.091909875,-0.21585457,-0.526450829,-0.273316001,-0.116600875,0.106256698,,,,,,,,,,,,,,7.56e-87,6.16e-31,4.05e-16,9.02e-34,3.03e-20,1.61e-69,4.95e-09,0.173985484,1.66e-07,0.008323762,0.452013537,0.623077339,0.38851296,0.932453099,0.903359475,,,,,,,,,,,,,
TNS3,0.31492014,0.05372791,0.471298479,0.400814936,0.498247599,0.501943818,0.735579638,0.574808401,0.923312391,0.033325348,0.180633617,0.125134683,0.455939035,0.062098465,-0.029245181,,,,,,,,,,,,,,1.46e-86,8.79e-31,4.23e-16,1.31e-33,5.67e-20,4.9e-69,5.03e-09,0.177989031,2.2e-07,0.389807751,0.629376655,0.960743954,,0.970884838,,,,,,,,,,,,,,
GSAP,0.279286393,0.230855379,0.560894674,0.396866153,0.403390659,0.493764001,0.591618269,0.337686081,0.297563577,0.014099939,0.287475124,0.195725439,0.193640659,-0.016939057,0.683449566,,,,,,,,,,,,,,2.08e-86,1.13e-30,4.66e-16,2.16e-33,7.86e-20,5.09e-67,5.6e-09,0.18498591,2.9e-07,0.842397347,0.151259359,0.877245596,,0.989014834,0.060075918,,,,,,,,,,,,,
CD36,0.30615633,0.301233489,0.318913665,0.341825069,0.288556583,0.368658319,0.538404562,0.543790191,0.404845824,0.046564542,-0.018630554,0.109437927,-0.020866469,-0.058683864,-0.029082736,,,,,,,,,,,,,,2.35e-86,1.53e-30,4.66e-16,2.26e-33,8.1e-20,5.78e-67,6.59e-09,0.211935597,3.1e-07,0.676686246,0.958900166,0.944704186,,0.962124292,0.971129363,,,,,,,,,,,,,
TFEC,0.370153301,0.313861278,0.540618433,0.306505775,0.441359451,0.260506652,0.663662968,0.34639536,0.421640234,0.028233048,0.265978682,0.371993219,0.244921116,0.113589455,0.269771872,,,,,,,,,,,,,,2.58e-86,1.87e-30,4.83e-16,5.17e-33,9.49e-20,5.72e-66,7.81e-09,0.213161636,3.36e-07,0.787382329,0.224044875,0.729307971,,0.923562717,0.63633881,,,,,,,,,,,,,
TBXAS1,0.361915806,0.392429965,0.422616549,0.362397708,0.348716173,0.478984022,0.446839722,0.396341726,0.706952236,0.081600764,0.046828271,0.291484507,-0.044126936,-0.043329566,-0.074162091,,,,,,,,,,,,,,4.85e-86,2.19e-30,5.57e-16,7.61e-33,9.62e-20,6.53e-66,9.13e-09,0.238330882,4.41e-07,0.145869505,0.914180004,0.83672014,,0.977865525,,,,,,,,,,,,,,
DOCK5,0.49461977,0.32150557,0.553059235,0.379655161,0.402519927,0.449688798,0.468248728,0.466133605,0.356208482,0.035341121,0.133133494,-0.007850096,0.081686226,0.159786356,0.31823244,,,,,,,,,,,,,,3.28e-85,3.5e-30,7.68e-16,1.59e-32,1.02e-19,2.25e-65,1.01e-08,0.249309172,6.39e-07,0.33231065,0.602890969,0.997107518,,0.891359262,0.51094557,,,,,,,,,,,,,
PTK2B,0.357597706,0.379276462,0.297315718,0.532253863,0.026443516,0.435784362,0.648203614,0.311280851,0.383747181,-0.030350259,-0.122959392,-0.385858997,-0.037154542,-0.136529001,-0.212651552,,,,,,,,,,,,,,5.83e-84,1.01e-29,2.71e-15,6.42e-32,1.89e-19,3.27e-65,1.08e-08,0.309431378,7.9e-07,0.522494711,0.643454114,0.677494353,,0.896044918,0.731073486,,,,,,,,,,,,,
HMBOX1,0.326689749,0.371107527,0.38287271,0.454937425,0.418348125,0.534357428,0.417135327,0.324265352,0.31376526,0.022204525,0.221966912,0.430959511,-0.22672046,0.244375737,0.322077369,,,,,,,,,,,,,,9.24e-84,1.06e-29,3.16e-15,6.97e-32,2.37e-19,1.03e-64,1.11e-08,0.311811788,9.44e-07,0.445435577,0.374657514,0.681958268,,0.814960553,0.557722085,,,,,,,,,,,,,
SPIDR,0.317637898,0.026314219,0.504227155,0.084765569,0.410524545,0.37106502,0.386671917,0.314593585,0.616047921,0.08354874,0.155150979,0.207527794,0.329199979,-0.024182998,0.316481555,,,,,,,,,,,,,,5.12e-83,1.4e-29,3.33e-15,8e-32,2.71e-19,2.52e-64,1.18e-08,0.324035006,1.17e-06,0.014108398,0.596449469,0.88222744,,0.985374085,0.587935316,,,,,,,,,,,,,
CPQ,0.349231575,0.042592186,0.306225557,0.402765427,0.523339108,0.418375765,0.57549287,0.46744383,0.265769323,-0.010263562,0.071305327,0.006571268,-0.029580858,0.185168428,0.233758377,,,,,,,,,,,,,,1.47e-82,1.61e-29,3.7e-15,8.63e-32,2.86e-19,3.43e-64,1.88e-08,0.35192822,1.21e-06,0.893028869,0.862560708,0.997728456,,0.895319477,,,,,,,,,,,,,,
STK3,0.392512554,0.26462822,0.572510152,0.468044632,0.370994591,0.444931818,0.552262063,0.428655034,0.323155074,0.00153179,0.060657814,-0.097921184,0.14750237,0.031178271,-0.001711071,,,,,,,,,,,,,,3.47e-82,2.17e-29,4.11e-15,2.06e-31,4.16e-19,8.12e-64,2.04e-08,0.378464429,1.28e-06,0.981932485,0.866950623,0.958574072,,0.981842279,0.998484271,,,,,,,,,,,,,
TRPS1,0.419309571,0.40608011,0.6498634,0.39282597,0.487083778,0.488795523,0.536307996,1.109304626,0.11275384,0.031292767,-0.169514539,0.205275089,0.130726918,-0.337290536,-0.355154971,,,,,,,,,,,,,,2.02e-81,4.69e-29,4.19e-15,3.01e-31,1.61e-18,1.9e-63,2.15e-08,0.386531186,2.15e-06,0.508642222,0.622492347,0.910443072,,0.764346716,,,,,,,,,,,,,,
AC016074.2,0.295477042,0.378050995,0.455373662,0.410727549,0.271080737,0.469897283,0.482832051,0.582077838,0.432463203,,,,,,,,,,,,,,,,,,,,4.67e-81,5.9e-29,4.47e-15,5.11e-31,2.02e-18,2.37e-63,2.16e-08,0.414435693,2.66e-06,,,,,,,,,,,,,,,,,,,
ASAP1,0.281250402,0.43058946,0.437195352,0.070420232,0.376193641,0.455667829,0.604551991,0.472054154,0.180202057,0.051117724,0.085833895,0.513011894,0.139724267,0.165014716,-0.294386514,,,,,,,,,,,,,,9.91e-81,6.65e-29,5.08e-15,5.85e-31,2.38e-18,4.88e-62,2.2e-08,0.423459944,2.9e-06,0.037385956,0.748780945,0.466518007,,0.86777501,0.559884075,,,,,,,,,,,,,
DOCK8,0.413497983,0.242362906,0.557953986,0.419794577,0.079267814,0.560308294,0.49516806,0.440747055,0.554475917,-0.01632424,-0.099405826,-0.45226607,-0.127680352,-0.036997392,0.08148717,,,,,,,,,,,,,,1.36e-80,8.46e-29,5.54e-15,7.81e-31,2.79e-18,4.94e-62,4.07e-08,0.447270982,2.95e-06,0.722157935,0.781038064,0.699868761,,0.981842279,,,,,,,,,,,,,,
