metabolite,logFC,AveExpr,t,pval,adj_pval,B,contrast,comparison
5-Hydroxyhexanoic Acid,0.938055065203563,1.08622601654081e-15,2.42796246761789,0.0199818418003273,0.0904006084207913,-3.70708138619035,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Glycine,0.793517010177585,2.75821032680312e-16,2.41391856003808,0.0206600881761209,0.092828889339283,-3.73648511907017,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Ornithine,-0.884794084123782,2.88079745243882e-15,-2.40018687513454,0.02134335691441,0.095246545141857,-3.76511487011385,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
LysoPC(22:4),-0.840423649839332,-1.59768032137464e-15,-2.37007781946906,0.0229136219703709,0.101563081165969,-3.82747113079164,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC(30:0),-0.940966649822015,4.46113053905369e-16,-2.35950204641813,0.0234894606099439,0.103416685638411,-3.849236072838,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Fumaric Acid,-1.05770447806486,6.32451267283211e-19,-2.35394682948752,0.0237971358093768,0.104072807273008,-3.86063988127868,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
"PS(20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",-0.945805455245039,4.87760873357779e-15,-2.33992456775894,0.0245899777863132,0.106827982965705,-3.88933628335641,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Cortisol,0.92089418915867,-1.52178616930065e-15,2.33260584899878,0.025013167843272,0.10795156648149,-3.9042633566291,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC(36:4),0.857355677131471,-4.36340778324033e-15,2.31464481619581,0.0260796313953348,0.111818550296337,-3.94074840576058,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PE (36:4) [M-H]-,0.788916626497491,1.17917828279523e-15,2.29861493551691,0.0270657386911132,0.114913583873229,-3.97313233705957,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PS(14:1(9Z)/14:1(9Z)),-0.841037768784096,-2.14122701051404e-15,-2.2972403338296,0.0271518376529732,0.114913583873229,-3.97590147706641,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC(P-34:3),-0.85937396250733,1.76182853028894e-16,-2.29206368174706,0.0274782889358183,0.115549727832672,-3.98631868635778,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
SM(d34:0),-0.989708412478571,-1.0842021724855e-15,-2.2830620811164,0.0280543374511257,0.117220671133366,-4.00439087811261,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Malondialdehyde,-0.859654890352463,1.28803218091278e-16,-2.27727326262719,0.0284304791634838,0.11804047045092,-4.01598454886542,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Hexadecanedioic acid mono-L-carnitine ester,1.06791589495648,1.40675231879994e-16,2.27302663572632,0.0287092778514399,0.11844834132418,-4.02447542986016,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
TG (53:0) [M+NH4]+,0.970828444815565,3.93203987888076e-16,2.2656602630783,0.029198700945915,0.118859888874833,-4.03917562645342,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Linoleyl Carnitine,-0.882183773616521,8.90057703465767e-16,-2.26387884475327,0.0293181735031268,0.118859888874833,-4.04272516684722,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
"PG(18:0/18:2(9Z,12Z))",-0.849559230976238,-2.40635058175916e-15,-2.26336680827865,0.0293525945087239,0.118859888874833,-4.04374502664158,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
SM (d34:2) [M+H]+,0.812478128970512,2.75242791521653e-15,2.24673638851264,0.0304903768772277,0.1218555378096,-4.07677379844961,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
"PS(16:0/20:4(5Z,8Z,11Z,14Z))",0.814763139791088,2.64256209507134e-16,2.24562337033079,0.0305679123655164,0.1218555378096,-4.07897769222476,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Orotidine,-0.736402642861079,-4.77627197052281e-16,-2.24445290092461,0.0306496398454025,0.1218555378096,-4.08129444877234,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
"3,5-Tetradecadiencarnitine",0.858428511063503,-1.15518127471089e-15,2.22875335981595,0.0317648531190782,0.125528576181417,-4.11228012504134,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Dodecanoylcarnitine,0.897271251467595,2.26323589499107e-15,2.22147308207364,0.0322941718659106,0.126856148167888,-4.12659256420505,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Kynurenine,-0.850869909074598,9.28077059647592e-16,-2.20121195763528,0.0338088446959568,0.132015488812784,-4.16623519651463,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
N1-Methy4-Pyridone-5-Carboxamide(4-PY),-0.895566370371967,-3.41798348883297e-15,-2.19040825870498,0.0346420423477867,0.13446851940916,-4.18725931926764,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PS(14:0/16:1(9Z)),0.924223188646162,9.94574792893369e-17,2.18699181922664,0.0349092909757561,0.134708793412329,-4.19389114646138,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Stachyose Hydrate,0.945540437818051,1.57697205988017e-16,2.17490088979017,0.0358698472087608,0.137605963561094,-4.21729720061597,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
UDP-N-Acetylglucosamine,0.878388638844817,-2.29850860566927e-16,2.16230795467486,0.0368951177698426,0.140716263122191,-4.24156815627916,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
FA (20:2) [M-H]-,0.963415160985378,-3.55799012937326e-16,2.15454998879698,0.0375395789977272,0.142346611690804,-4.25646595153857,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PS(18:0/20:0),-0.875800541078932,-5.90297486816975e-15,-2.147924174944,0.0380978529145884,0.143633284551552,-4.26915665228478,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
GlcCer (d40:1) [M+Na]+,0.76196326315817,4.64670981091079e-16,2.13940070882623,0.0388268008048673,0.14554503615996,-4.28543718308444,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC(38:4),-0.770613389222864,-1.99522111795266e-15,-2.13181903094288,0.0394855252709956,0.14717332146462,-4.29987632475489,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC(40:9),-0.724818601594134,0.113253186077072,-2.11543191985159,0.0409430740673093,0.151698706573803,-4.33094802788882,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PS(18:0/18:0),0.813647008322717,-2.09344983477984e-15,2.11301346110327,0.0411621490398428,0.151698706573803,-4.33551774954309,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.864605541983509,4.138471972522e-15,2.10156816869973,0.0422129714864692,0.154702286564938,-4.35708806185186,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Taurocholic Acid,0.776298291289538,2.34332229546534e-16,2.09855481825921,0.042493528662753,0.154865304459811,-4.36275181404278,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
LysoPC(22:5),-0.758012648238153,-3.8048268239758e-16,-2.09253631262972,0.0430587895489267,0.156058375381745,-4.37404472860221,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Oleoyl Ethanolamide,0.878029716504881,-2.13920316645873e-15,2.08119888620483,0.0441415660601003,0.158586163838254,-4.39524827222342,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
SM(d41:1),-0.757809984887086,3.8372083288607e-15,-2.08018306626859,0.0442397377780494,0.158586163838254,-4.39714363642413,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
TG (48:4) [M+Na]+,-0.902164879168615,-0.135894562353896,-2.07450934077226,0.0447915922341037,0.159310535191003,-4.40771645768743,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Sphingomyelin,0.810462678999187,-6.2233204700668e-16,2.07312131495899,0.0449275137352677,0.159310535191003,-4.41029951873032,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
SM(d40:0),-0.864169391243271,-0.0215910773404132,-2.06540643121331,0.0456895958681825,0.160226484525304,-4.42463160667183,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC(35:2),-0.857103947195021,2.24675602196929e-15,-2.06390419501473,0.0458392976569408,0.160226484525304,-4.42741740401369,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Nicotinamide,0.770747906484236,0.00714279041399714,2.06311049013176,0.0459185656871297,0.160226484525304,-4.42888862675287,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC(30:1),-0.826391709962008,-4.58256118237207e-16,-2.04371605237783,0.0478931408637773,0.163509889536322,-4.46469838365034,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Dimethylarginine,-0.75273980266328,9.37350602229584e-15,-2.04353832898338,0.0479115729244166,0.163509889536322,-4.46502528395389,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
TG (49:3) [M+NH4]+,-0.864185676962614,-6.85938574459163e-16,-2.04228905044631,0.0480413131146293,0.163509889536322,-4.46732253750959,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Homogentisic Acid,-0.79466231087153,3.89011739487799e-16,-2.04211929036771,0.0480589667109074,0.163509889536322,-4.46763461667228,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
"3,4-Dihydroxyphenylacetic Acid (DOPAC)",-0.939697398926215,-3.36970035208495e-15,-2.03926615279498,0.0483565174048726,0.163509889536322,-4.47287659356362,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Cytidine,-0.962455922416769,-0.000974685142024622,-2.0383615900409,0.0484511884649568,0.163509889536322,-4.4745372947739,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Linolenyl Carnitine,-0.795256783348435,-1.13624387676481e-16,-2.03041836625343,0.0492894925496488,0.163509889536322,-4.4890950773251,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
FA (22:4) [M-H]-,0.874062051749839,4.16116793799937e-16,2.02824859704761,0.0495206717586733,0.163509889536322,-4.49306376662034,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PS(16:0/18:0),0.709555520744239,1.46117926785871e-15,2.0273820091641,0.0496132666562217,0.163509889536322,-4.49464787852469,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PE(38:4),0.740832108253882,-9.30390024282228e-16,2.0268072177349,0.0496747663283239,0.163509889536322,-4.4956982909588,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
hydroxyoctanoyl carnitine,0.822968545316392,2.96840098797565e-15,2.02634751709499,0.0497239997019857,0.163509889536322,-4.49653820700106,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Quinaldic Acid,0.845091570751731,8.47123297435341e-15,2.02516746977676,0.0498505760781468,0.163509889536322,-4.4986935647311,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PI(36:4),-0.737107917372377,-1.05174838745577e-15,-2.01280084887867,0.0511940455754775,0.167081064166732,-4.52122060046791,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Cys-Gly,-0.805664766118419,-5.76470295110543e-16,-2.00158148218072,0.052440027759728,0.170300288170206,-4.54156180688222,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
hydroxydecanoyl carnitine,0.835282810902431,1.0046940131699e-15,1.99442268872736,0.0532487579143851,0.170443785329976,-4.55449313425098,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
3-Methylhistidine,-0.80074906813644,-1.30798150088651e-15,-1.99326479532049,0.0533805776587769,0.170443785329976,-4.55658118980235,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC (o-34:0) [M+H]+,0.676795373581754,-1.91455647631974e-15,1.99311720016743,0.0533974008870735,0.170443785329976,-4.55684728117302,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC(44:8),0.730398307718452,1.23454487373683e-15,1.9920121282746,0.0535235057591083,0.170443785329976,-4.55883905051164,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PG(16:0/18:0),0.826686994630582,2.68679754370874e-15,1.97762037587115,0.0551895620065705,0.174900254474929,-4.58469702613368,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC (30:0) [M+H]+,-0.795346783418314,-4.09683860909856e-16,-1.96661744176156,0.0564934434460866,0.178171629329965,-4.60436377432578,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
LysoPC(22:6),-0.746366719815256,2.25051458950058e-15,-1.95216488868675,0.0582465443413594,0.181974972056695,-4.63006093508486,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Ribothymidine,0.675581117628079,0.124889564653434,1.94996138830322,0.0585179159170872,0.181974972056695,-4.63396528517765,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
"PS(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.768452116294738,-6.59718951921221e-15,1.94985063884328,0.0585315839999429,0.181974972056695,-4.63416142571568,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Isoleucine,0.848829388554653,-5.08649835214333e-15,1.94758092600836,0.0588123068946154,0.181985251522961,-4.63817915406371,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Palmitoyl Ethanolamide,0.854854386901463,2.70934894889644e-15,1.94498247146803,0.059135114995079,0.182125048998929,-4.6427741200854,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
1-Methylnicotinamide,0.824190004798357,-0.0754180509919883,1.92926900964406,0.0611199540660602,0.187358363866054,-4.67045418398984,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
GAR riboside,-0.769863876541527,-0.0370785242882444,-1.9092371424458,0.0637332057139525,0.192951308988522,-4.70547460655551,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PE(38:2),0.702466713607534,3.01263643661305e-16,1.90903939399894,0.0637594739315746,0.192951308988522,-4.70581882182446,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
TG (50:5) [M+NH4]+,-0.676981092250557,0.10882826358787,-1.9085322687463,0.0638268811745567,0.192951308988522,-4.7067014268483,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
SM (d33:1) [M+H]+,0.660609203110588,-5.12943275817375e-15,1.88929071721541,0.0664300444675742,0.199899583351966,-4.74004693533698,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Acetylcarnitine,0.761936228237376,-4.90348502542778e-16,1.88418524454919,0.0671358307300037,0.20020815512531,-4.74884791407194,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
TG (50:1) [M+Na]+,0.76428961794713,-1.4883927423881e-15,1.88413377228912,0.0671429788530002,0.20020815512531,-4.74893654348161,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
SM (d41:2) [M+H]+,0.645318183601632,2.03049382863085e-15,1.87895055729158,0.0678661304884166,0.201379667070271,-4.75785120736816,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Leucine,0.827553987869278,-1.75900960464048e-15,1.8769300461896,0.0681498263560978,0.201379667070271,-4.7613208044099,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Urea,0.824482035988372,-6.73231724997632e-15,1.8699642103824,0.0691356674220872,0.202893590540123,-4.77325876397276,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Tetradecenoylcarnitine,0.773638345211856,1.80151032980191e-15,1.86894632731539,0.0692807382332128,0.202893590540123,-4.77500012049336,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Xanthurenic Acid,-0.774809195185,3.44147453590349e-15,-1.84682587671769,0.0724981481774779,0.211372378686336,-4.81264850743793,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC (40:5) [M+H]+,-0.621032769786748,2.28000488859218e-15,-1.83957589882295,0.0735799518144499,0.212995092927025,-4.82490662642347,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
5-Methylcytidine,-0.664756343305759,0.131520444024117,-1.83856632153329,0.0737316786365484,0.212995092927025,-4.8266104128026,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
TG (48:3) [M+Na]+,-0.780608378978575,-2.82723786511803e-16,-1.83659452170518,0.0740287822978074,0.212995092927025,-4.82993581960543,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PE(36:4),0.654357443557084,1.95618983974318e-15,1.8329706355706,0.074577468964806,0.213636766990885,-4.83603967919254,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
SM(d43:2),-0.70456800203894,7.73686670285656e-16,-1.82728328393543,0.0754455421260067,0.215183807107219,-4.84559882394915,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC (p-38:4) or PC (o-38:5) [M+H]+,0.729528326243458,-1.73472347597681e-18,1.82328720585073,0.0760605872882075,0.215998897234044,-4.85230047429558,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PS(14:0/18:0),0.683259808774742,-6.31468257313491e-15,1.81420651191776,0.0774740373006555,0.217705703620337,-4.86748366774137,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
4-Hydroxyphenylpyruvic Acid,0.646193753232445,-0.131883827415675,1.8134038358416,0.0776000404530882,0.217705703620337,-4.86882271266446,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
"PS(18:0/20:4(5Z,8Z,11Z,14Z))",0.72537042086645,3.32705506663385e-15,1.81303996594104,0.0776572174499374,0.217705703620337,-4.86942956626565,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
N-FormyGAR (FGAR)--riboside,0.764456270552308,2.67205239416294e-15,1.80414288205385,0.0790664033196554,0.220713023734868,-4.88423613480248,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Oleoylcarnitine,-0.727083673618238,-2.27346353548485e-15,-1.79952096463555,0.0798069497640783,0.221836267140828,-4.89190382157056,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Cystine,0.645566586744382,7.58001878857032e-16,1.79707625140768,0.0802010175095706,0.221991002051807,-4.89595287988231,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Sn-Glycero3-Phosphocholine,-0.743152790004525,1.00498313374923e-15,-1.79204550770566,0.0810171032727694,0.223307645995532,-4.90427049160862,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
SM(d36:1),0.694206361913511,-1.55951640490315e-15,1.78682498933822,0.0818713712820582,0.224718073477114,-4.91288112152783,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Glycolic Acid,-0.716136731064718,6.85794014169498e-16,-1.783886310083,0.0823555788110039,0.225105248750077,-4.91771881984746,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
"PG(18:0/20:3(5Z,8Z,11Z))",-0.721720893014545,-3.29308339856264e-16,-1.77693710814817,0.0835102093031822,0.227314096692479,-4.92913199234512,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
N-Formylglycine,-0.885394794644343,1.72518249685893e-15,-1.77076164082464,0.0845476876004474,0.228952671671416,-4.93924285265239,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
lysoPC(6:0),-0.768566443864887,-0.02851152435872,-1.76826093437821,0.0849708787180289,0.228952671671416,-4.94332870662029,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
S-Adenosylhomocysteine (SAH),-0.684551064880582,4.32524386676884e-16,-1.76707884169642,0.0851715415747786,0.228952671671416,-4.94525840529914,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Glycerylphosphorylethanolamine,-0.756903003968995,0.0097222358246374,-1.76510062754187,0.0855082386577696,0.228952671671416,-4.94848528590079,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC (36:4) [M+H]+,0.635622800827458,-2.93573036251142e-15,1.75728095740915,0.0868501315663271,0.231157875142755,-4.96121085833429,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
SM(d34:1),0.847394320035688,4.08932147403599e-15,1.75620250793372,0.087036577988202,0.231157875142755,-4.96296215093115,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PI(42:9),-0.639387873839654,3.79774336978222e-15,-1.74790868574515,0.0884816942729812,0.234048352593047,-4.97640001871303,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
TG (48:3) [M+NH4]+,-0.733455258615361,-9.87635898989462e-16,-1.74249147771475,0.0894364003965165,0.235623609076766,-4.98514797710263,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC(40:5),-0.657639931120515,-5.95443833129039e-16,-1.72826449189644,0.0919848303089877,0.241368194730784,-5.00801243076469,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
TG (48:2) [M+NH4]+,-0.731646475127989,5.8113236445223e-16,-1.72578987838993,0.0924342330591492,0.241581103134669,-5.01197313672093,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
FA (22:5) [M-H]-,0.785084367480805,3.84530370508192e-16,1.71925634797989,0.0936295693835666,0.243097103891124,-5.0224070333393,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
FA (20:3) [M-H]-,0.74204661004327,9.82377518452908e-16,1.71857242427849,0.0937554379336196,0.243097103891124,-5.0234972920521,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Ergothioneine,0.57268574630433,-1.08853898117545e-16,1.70131388266346,0.0969786550532961,0.250464557932922,-5.05088683577302,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PA(36:2)[M-H]-,0.755767672838107,-1.45297547142024e-15,1.67930338108372,0.101222445157191,0.258759203035697,-5.08547409164383,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Dodecenoylcarnitine,0.691922207240093,1.06380110160657e-15,1.67900548401902,0.101280920333053,0.258759203035697,-5.08593955439096,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
N-Acetycysteine,0.807442389074977,-4.33286942204865e-15,1.67853336595133,0.10137365118929,0.258759203035697,-5.0866770912555,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
SM(d40:1),-0.592371444371711,-1.07205910815367e-15,-1.67208339509906,0.102647572206549,0.260995377393395,-5.09673528908856,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Hydroxy-octadecenoylcarnitine,0.735361523843028,2.58473797920544e-16,1.66869735686406,0.10332162279785,0.261205013702366,-5.10200219792281,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Cervonyl carnitine,-0.758173381480099,1.71275031194777e-15,-1.66732081475161,0.103596691480009,0.261205013702366,-5.10414075101754,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC(42:10),-0.563730566547168,-0.0988399915523911,-1.6656840032173,0.103924555756582,0.261205013702366,-5.10668167216271,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
TG (48:4) [M+NH4]+,-0.703399261819385,7.13549589785127e-16,-1.6600291524486,0.105063860107294,0.26306065736788,-5.11544348555043,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
FA (14:0) [M-H]-,0.796322539126236,-9.11308066046483e-16,1.65702970859252,0.105672339762208,0.263578155452504,-5.12008049372212,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PG(18:0/18:1(11Z)),-0.609392090034714,9.06103895618552e-16,-1.65205813898847,0.106687290400981,0.265101751905467,-5.12775038026011,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
LysoPC(22:0),-0.566261442126694,-0.0836033279321569,-1.64761255916147,0.107601647812389,0.265475825031051,-5.13459193728508,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Ribose,0.574808628661767,-0.145226053459168,1.64739185397825,0.10764720954003,0.265475825031051,-5.13493117803162,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC(36:1),-0.589825136787974,-2.24646690138997e-15,-1.64222977544735,0.108717390107866,0.266936597702948,-5.14285447892904,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Lysine,-0.701333609217248,-1.87870552448288e-15,-1.63985221027807,0.109213231462862,0.266936597702948,-5.1464965799884,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC(40:6),-0.58076093040675,-4.3932594830561e-15,-1.63867091154936,0.10946028168002,0.266936597702948,-5.14830446799718,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
Glutamine,0.645495179875379,4.36456426555765e-15,1.63180625281264,0.110905019975502,0.269458122607145,-5.15878797493718,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
PC(44:7),0.656568174560086,2.64111649217469e-15,1.60797800735621,0.116041770361048,0.280898159988367,-5.19488125913113,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
LPE (22:6) [M-H]-,-0.680291239857918,1.28600833685747e-15,-1.5991630137582,0.117990641677687,0.284565665222656,-5.20811650862227,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
1-AcyPAF,-0.588032777700061,6.34330551048852e-16,-1.58873880720297,0.120329641261311,0.287923165050994,-5.22368602217812,I4-FP1,"(R+1) vs (L-92, L-44, L-3)"
